time_new,AnkleAngle(deg),moment
1.21050973,11.70907658,-71.2500834
1.21203251,11.71831726,-71.52643016
1.21329499,11.7278573,-71.75550505
1.21455746,11.73084919,-71.98455121
1.215,11.7316895,-72.06483247
1.21511284,11.73253327,-72.08145501
1.21522568,11.7368084,-72.09807737
1.21578988,11.74937409,-72.18118635
1.21732799,11.76071746,-72.40773255
1.21867088,11.77240579,-72.60549689
1.22,11.77352354,-72.80120666
1.22004646,11.77392518,-72.80669205
1.22009291,11.77432744,-72.81217744
1.2203252,11.77634863,-72.83960388
1.22148662,11.78676105,-72.97579901
1.22241993,11.7963703,-73.08469042
1.22335324,11.80638288,-73.1935675
1.22428655,11.81562798,-73.30243024
1.225,11.82463664,-73.38563933
1.22502268,11.82490022,-73.38964858
1.22504535,11.82516396,-73.39365787
1.22515874,11.82648495,-73.41370393
1.22572568,11.83314575,-73.51392952
1.22680428,11.84485838,-73.70458979
1.22788289,11.85673123,-73.8952214
1.2289615,11.86862177,-74.0858244
1.23,11.88199175,-74.26931328
1.23003975,11.88254537,-74.27979441
1.23007951,11.88309974,-74.29027543
1.23027827,11.88588319,-74.34267988
1.23127209,11.90014106,-74.60468045
1.2325784,11.9158471,-74.94900558
1.2338847,11.93207086,-75.29239005
1.235,11.94542407,-75.58430227
1.23502476,11.94581964,-75.59003104
1.23504952,11.94621548,-75.59575979
1.23517332,11.94819888,-75.62440311
1.23579231,11.95821405,-75.76760982
1.23741642,11.97958577,-76.1432777
1.23986684,12.00045024,-76.70986063
1.24,12.01522707,-76.74064144
1.24010328,12.01609918,-76.76686473
1.24020656,12.0169723,-76.79308751
1.24072295,12.02135449,-76.92419391
1.24215543,12.04230637,-77.28781631
1.24336257,12.06038839,-77.59416001
1.2445697,12.07877591,-77.9004346
1.245,12.09034923,-78.00959514
1.24503492,12.09093358,-78.01915196
1.24506984,12.0915181,-78.02870871
1.24524445,12.09444366,-78.07649148
1.24611749,12.10918012,-78.3153298
1.24754778,12.13193447,-78.70615932
1.24897807,12.15488388,-79.0968796
1.25,12.170073,-79.37597791
1.25005977,12.17096275,-79.39154408
1.25011955,12.17185212,-79.40710999
1.25041841,12.17629317,-79.48493712
1.25182045,12.19835606,-79.84997983
1.25298463,12.21646548,-80.15301786
1.25414882,12.23407508,-80.45598671
1.255,12.24717481,-80.67745471
1.25508627,12.24877329,-80.6999589
1.25517253,12.25036898,-80.72246278
1.25560386,12.25831176,-80.83497624
1.25643184,12.2677802,-81.05092961
1.25725982,12.277187,-81.26684793
1.25827241,12.29359683,-81.53086181
1.25928501,12.3094495,-81.79670048
1.26,12.31724893,-81.9848243
1.26004786,12.31787096,-81.99855868
1.26009571,12.31849212,-82.01229303
1.26033499,12.32158588,-82.08096331
1.26153137,12.33682943,-82.42428214
1.26272775,12.35173815,-82.76754651
1.26392414,12.36603621,-83.11075636
1.265,12.378503,-83.4193454
1.26506797,12.37932771,-83.43755454
1.26513595,12.38014855,-83.45576347
1.26547582,12.384196,-83.54680581
1.26685962,12.39820257,-83.91744646
1.26802051,12.40895615,-84.22833055
1.2691814,12.41848428,-84.53916667
1.27,12.42406458,-84.75832338
1.27012925,12.42476989,-84.78504393
1.2702585,12.42546565,-84.81176403
1.27090475,12.4288087,-84.94535757
1.27222598,12.43645434,-85.22496629
1.27339354,12.44201393,-85.47301805
1.2745611,12.44620608,-85.72107124
1.275,12.44786257,-85.81431789
1.27505406,12.44798363,-85.81995687
1.27510811,12.44810117,-85.82559585
1.2753784,12.44863811,-85.85379077
1.27668431,12.45016951,-85.99001757
1.27782097,12.450243,-86.10859083
1.27895764,12.44888399,-86.22716475
1.28,12.44612197,-86.33590097
1.28004216,12.44594181,-86.3335093
1.28008432,12.44575759,-86.33111762
1.28029512,12.44477777,-86.31915921
1.28134913,12.4387108,-86.25936702
1.28261533,12.43199642,-86.18753712
1.28388153,12.42367733,-86.11792416
1.285,12.41288905,-86.06589564
1.28504341,12.41238267,-86.05535401
1.28508683,12.41187192,-86.04481237
1.28530389,12.40925477,-85.99210202
1.28638922,12.3947815,-85.72850719
1.28747454,12.38027131,-85.46483998
1.28855987,12.36396465,-85.20110061
1.28964519,12.34548498,-84.93728886
1.29,12.34100892,-84.8510289
1.29007768,12.34057772,-84.81695303
1.29015536,12.34014539,-84.7828765
1.29054377,12.33796687,-84.61248411
1.29176364,12.32667898,-84.07722323
1.29279898,12.30064484,-83.6228085
1.29383431,12.27650681,-83.16827716
1.295,12.25023242,-82.65637931
1.29521698,12.22300835,-82.52759169
1.29543396,12.21821457,-82.39879719
1.29651886,12.2133563,-81.75867592
1.29760376,12.18816701,-81.12939167
1.29868867,12.14911628,-80.49969359
1.29977357,12.1116311,-79.8695812
1.3,12.07131127,-79.73801708
1.30008165,12.05121938,-79.68294317
1.30016331,12.04827343,-79.62786679
1.30057158,12.04531387,-79.35244356
1.30178619,12.03031791,-78.53266557
1.30278821,11.97795735,-77.85591478
1.30379024,11.93239414,-77.17875641
1.305,11.88430217,-76.36066763
1.30504418,11.83346221,-76.32897638
1.30508836,11.81921617,-76.29728429
1.30530925,11.81656981,-76.13881102
1.30641372,11.81391683,-75.34613048
1.30751818,11.80055401,-74.5529253
1.30862265,11.73313293,-73.75919592
1.30972712,11.67496767,-72.97811491
1.31,11.61413153,-72.78564851
1.31003602,11.55040104,-72.76011554
1.31007204,11.52264917,-72.73458165
1.31025214,11.51994288,-72.60689807
1.31115264,11.51723205,-71.96812821
1.31240552,11.50361067,-71.07842968
1.31350285,11.43388248,-70.29825019
1.31460019,11.34479627,-69.51719997
1.315,11.2513701,-69.23240964
1.31507449,11.15853048,-69.18101613
1.31514897,11.15358102,-69.1296184
1.31552141,11.14862107,-68.8725727
1.31683728,11.1236655,-67.9636197
1.31795344,11.0143559,-67.19165659
1.31906961,10.9185196,-66.41881978
1.32,10.81904518,-65.77395129
1.32006648,10.724819,-65.72990871
1.32013297,10.71737496,-65.68586348
1.32046539,10.70991376,-65.46559183
1.32183671,10.67235344,-64.56163376
1.32299411,10.53946762,-63.80666365
1.32415151,10.42280885,-63.05044884
1.325,10.30219199,-62.4952793
1.32510467,10.22080653,-62.42892453
1.32520933,10.20924017,-62.36255947
1.32573267,10.19764277,-62.03058769
1.32713216,10.1391983,-61.1416256
1.32833146,9.98250085,-60.37842494
1.32953076,9.84434454,-59.61392773
1.33,9.7020297,-59.31445184
1.33011308,9.64739042,-59.2422482
1.33022615,9.63746041,-59.17003264
1.33079153,9.62751261,-58.8087831
1.33222086,9.57751139,-57.89422113
1.33345356,9.39862963,-57.10399263
1.33468627,9.24288498,-56.31837235
1.335,9.08307915,-56.11918742
1.33506008,9.00654647,-56.07966751
1.33512016,8.99841498,-56.04014351
1.33542057,8.990274,-55.8424626
1.33686882,8.94942886,-54.88800819
1.33809226,8.75017802,-54.07985619
1.33931571,8.57809329,-53.27000832
1.34,8.40213017,-52.81630907
1.34002776,8.30098895,-52.79587473
1.34005552,8.29716543,-52.77543942
1.34019431,8.29334022,-52.67324803
1.3408883,8.27418915,-52.16193152
1.34234879,8.17783921,-51.08388556
1.34371538,7.95667292,-50.0727456
1.345,7.74435419,-49.12012435
1.34501212,7.53538139,-49.10944812
1.34502424,7.53297943,-49.09877166
1.34508485,7.53057691,-49.04538655
1.34538789,7.51855623,-48.77837951
1.34666105,7.45825737,-47.65569041
1.34793421,7.21461436,-46.53483987
1.34920737,7.01607151,-45.41136253
1.35,6.81435601,-44.71058792
1.3500228,6.71484063,-44.68973201
1.35004561,6.71169588,-44.66887561
1.35015962,6.70855036,-44.56457903
1.35072971,6.6928114,-44.04277146
1.35220371,6.61383691,-42.69106798
1.35342995,6.36050208,-41.56380037
1.35465618,6.14868077,-40.43401698
1.355,5.93361197,-40.11679419
1.35501986,5.84093123,-40.09859294
1.35503973,5.83730681,-40.08039139
1.35513904,5.83368165,-39.98937237
1.35563563,5.81554501,-39.5340329
1.35714282,5.72460033,-38.14951438
1.35836766,5.44996443,-37.02159529
1.35959249,5.22414035,-35.89130695
1.36,4.99582488,-35.51475565
1.36002373,4.9207303,-35.494006
1.36004746,4.91395641,-35.47325546
1.36016612,4.90718076,-35.36948967
1.36075939,4.87327647,-34.8503247
1.36229147,4.70313056,-33.5070433
1.36357309,4.44380121,-32.38049249
1.36485472,4.18199101,-31.25133585
1.365,3.96476968,-31.12317353
1.36502143,3.95461769,-31.10600534
1.36504286,3.94446323,-31.08883648
1.36515,3.89365437,-31.00298198
1.36568571,3.6387359,-30.57346089
1.36728098,3.39181003,-29.29196331
1.36858628,3.14338442,-28.24066174
1.36989159,2.98220403,-27.18689822
1.37,2.97192289,-27.09926657
1.3700365,2.96164066,-27.07308053
1.37007299,2.91021355,-27.04689254
1.37025547,2.65271182,-26.91592757
1.37116786,2.3922712,-26.26045955
1.37258402,2.13111853,-25.23914062
1.37400017,1.98482944,-24.21446695
1.375,1.97081489,-23.4896141
1.37504176,1.95680078,-23.46264702
1.37508352,1.88673797,-23.43567812
1.37529232,1.55713864,-23.30080625
1.37633633,1.27774836,-22.62576332
1.37771291,0.99870484,-21.7339423
1.37908949,0.98568297,-20.8401399
1.38,0.96399608,-20.24786024
1.38005051,0.94231577,-20.21642633
1.38010102,0.83402044,-20.18498988
1.38035358,0.50536297,-20.02776944
1.38161637,0.03516658,-19.24070972
1.38300856,-0.0019914,-18.37114555
1.38440075,-0.0159653,-17.49921749
1.385,-0.029934,-17.12206043
1.38505108,-0.09969495,-17.08748259
1.38510215,-0.42266423,-17.05290234
1.38535754,-0.70102865,-16.87996704
1.38663445,-0.96445988,-16.01442817
1.38802625,-0.98778606,-15.0693827
1.38941805,-1.01109238,-14.12263052
1.39,-1.12731858,-13.72625783
1.39008862,-1.42819937,-13.66591361
1.39017724,-1.82428278,-13.60556248
1.39062035,-1.89364188,-13.30370319
1.39223226,-1.91239304,-12.2041646
1.39366358,-1.93112515,-11.22589714
1.395,-2.02449527,-10.31085873
1.39505669,-2.31163332,-10.27425872
1.39511339,-2.56620908,-10.2376561
1.39539685,-2.78025561,-10.05460277
1.39681418,-2.79632048,-9.138313468
1.39823152,-2.81236511,-8.218507887
1.39964885,-2.8922836,-7.297457453
1.4,-3.16379739,-7.069068773
1.40006309,-3.39329061,-7.031641244
1.40012618,-3.61229734,-6.994211466
1.40044162,-3.61523764,-6.807028788
1.40201883,-3.61817703,-5.870271543
1.4033432,-3.63286032,-5.082601569
1.40466756,-3.70595248,-4.293939899
1.405,-3.96234037,-4.095817391
1.40501953,-4.17674415,-4.088814982
1.40503905,-4.22433627,-4.081812424
1.40513669,-4.26031028,-4.046797763
1.40562487,-4.27003437,-3.871675677
1.40725288,-4.27177484,-3.287080937
1.40864758,-4.27388013,-2.78554672
1.40895903,-4.2843956,-2.673457769
1.40919537,-4.33670306,-2.588380755
1.4092221,-4.39310318,-2.578757143
1.40924883,-4.39766984,-2.569133288
1.40938248,-4.40223325,-2.521005177
1.41,-4.42500163,-2.298357038
1.41002768,-4.53764593,-2.285654418
1.41005536,-4.77911425,-2.272951575
1.41019374,-5.01180758,-2.209434014
1.41088568,-5.1113157,-1.891762856
1.41254664,-5.11382446,-1.128647712
1.41461491,-5.11633209,-0.177273812
1.415,-5.1288534,0
1.41501527,-5.19106344,0
1.41503055,-5.29799227,0
1.41510692,-5.38622907,0
1.41548877,-5.47318852,0
1.41626401,-5.5587394,0
1.41695044,-5.68777285,0
1.41772024,-5.75178725,0
1.41849004,-5.75228341,0
1.41950612,-5.7527795,0
1.42,-5.75525869,0
1.42000435,-5.76762393,0
1.42000871,-5.82163468,0
1.42003048,-5.88689961,0
1.42013932,-5.97353428,0
1.42060129,-6.08456415,0
1.4211726,-6.21867905,0
1.42195321,-6.28609995,0
1.42299584,-6.28736554,0
1.42432292,-6.2886303,0
1.425,-6.29494166,0
1.42511125,-6.32618927,0
1.42522251,-6.44066673,0
1.42577878,-6.50761959,0
1.42720068,-6.5707411,0
1.42801152,-6.62393698,0
1.42882237,-6.67448796,0
1.42953433,-6.69427552,0
1.43,-6.69582454,0
1.43001168,-6.69737183,0
1.43002335,-6.70508268,0
1.43008173,-6.74302147,0
1.43037363,-6.79363452,0
1.43116114,-6.84209529,0
1.43194866,-6.90212854,0
1.43273617,-6.95847847,0
1.43377075,-6.99404099,0
1.43480533,-6.99536154,0
1.435,-6.99668006,0
1.43502356,-7.0032423,0
1.43504713,-7.03530817,0
1.43516494,-7.09675933,0
1.43575403,-7.15586588,0
1.43692409,-7.20807531,0
1.43824726,-7.21146826,0
1.43957043,-7.21271696,0
1.44,-7.21396027,0
1.44003056,-7.22009565,0
1.44006112,-7.24869425,0
1.44021391,-7.29017159,0
1.44097786,-7.32044828,0
1.44255431,-7.32997241,0
1.44413076,-7.33095704,0
1.445,-7.33191764,0
1.44505958,-7.33636506,0
1.44511917,-7.34846992,0
1.44541709,-7.3515812,0
1.44690671,-7.3477147,0
1.44824139,-7.34666066,0
1.44957607,-7.34592092,0
1.45,-7.34512927,0
1.45006288,-7.34039125,0
1.45012576,-7.31722763,0
1.45044015,-7.28135662,0
1.45201212,-7.26764353,0
1.45339007,-7.26382712,0
1.45476802,-7.25993028,0
1.455,-7.23925699,0
1.45513735,-7.18446473,0
1.4552747,-7.11955637,0
1.45596146,-7.09706765,0
1.45767508,-7.08974652,0
1.4593887,-7.08232628,0
1.46,-7.04374489,0
1.46011821,-6.97326449,0
1.46023641,-6.89599075,0
1.46082744,-6.84125127,0
1.46243522,-6.82093464,0
1.464043,-6.80025846,0
1.465,-6.69157258,0
1.46544872,-6.54914152,0
1.46589744,-6.50656219,0
1.46768682,-6.48625859,0
1.4694762,-6.46574886,0
1.47,-6.36017389,0
1.47020591,-6.23766755,0
1.47041182,-6.10942194,0
1.47144137,-6.10168003,0
1.4729174,-6.07463435,0
1.47439342,-6.04736415,0
1.475,-5.90772303,0
1.47540631,-5.76272753,0
1.47581262,-5.63654076,0
1.47750311,-5.5931156,0
1.47946645,-5.54928919,0
1.48,-5.37848935,0
1.48028623,-5.14929538,0
1.48057245,-5.1192769,0
1.48200359,-5.02607399,0
1.48344986,-4.93178157,0
1.48489613,-4.7765766,0
1.485,-4.61889785,0
1.48537378,-4.5621247,0
1.48574756,-4.50697862,0
1.48740744,-4.45156496,0
1.48949256,-4.25943532,0
1.49,-4.06453315,0
1.49031632,-3.97553713,0
1.49063265,-3.8837167,0
1.49221427,-3.79148313,0
1.49373921,-3.62534967,0
1.495,-3.45821627,0
1.49542382,-3.36916327,0
1.49584764,-3.30413752,0
1.49749513,-3.23900042,0
1.49960564,-3.03435536,0
1.5,-2.82908496,0
1.50041165,-2.75251284,0
1.5008233,-2.66162473,0
1.50251097,-2.57077536,0
1.50465431,-2.40103765,0
1.505,-2.23176419,0
1.50562928,-2.13566096,0
1.50625856,-2.0604279,0
1.50768729,-1.98534054,0
1.50911603,-1.80958892,0
1.51,-1.63488862,0
1.51061933,-1.52778402,0
1.51123866,-1.45460149,0
1.51268152,-1.38168212,0
1.51412438,-1.2092892,0
1.515,-1.03870049,0
1.51560312,-0.93660637,0
1.51620625,-0.87503982,0
1.51766225,-0.8137619,0
1.51911825,-0.6181721,0
1.52,-0.42588831,0
1.52060311,-0.3700359,0
1.52120622,-0.3088189,0
1.52268779,-0.2479824,0
1.52416936,-0.06243194,0
1.525,0.11918017,0
1.52603746,0.16620935,0
1.52707493,0.22101915,0
1.52862214,0.27542363,0
1.53,0.45131093,0
1.53073514,0.62259705,0
1.53147027,0.6669843,0
1.53290835,0.71621501,0
1.53434643,0.76502975,0
1.535,0.92399976,0
1.53556288,1.07823663,0
1.53612575,1.12854382,0
1.53784135,1.16544628,0
1.53955695,1.20205119,0
1.54,1.3515498,0
1.54126229,1.5248622,0
1.54252458,1.54819294,0
1.54409064,1.59429512,0
1.545,1.6398005,0
1.54538379,1.75285541,0
1.54576758,1.86202748,0
1.54757875,1.92415491,0
1.54938991,1.93763598,0
1.55,1.95105288,0
1.5502533,2.01717596,0
1.5505066,2.10627,0
1.5517731,2.1922839,0
1.55322474,2.25609088,0
1.55467638,2.26391076,0
1.555,2.27170276,0
1.55510531,2.31024512,0
1.55521061,2.40090045,0
1.55573714,2.51633201,0
1.55744778,2.544447,0
1.55915842,2.54823181,0
1.56,2.55200813,0
1.56008438,2.57076259,0
1.56016876,2.6613801,0
1.56059065,2.79063993,0
1.5627001,2.80420179,0
1.56480955,2.81761757,0
1.565,2.8825242,0
1.56516129,2.95355772,0
1.56532258,2.99674483,0
1.56612905,3.00423303,0
1.56777438,3.01166128,0
1.56941971,3.04791079,0
1.57,3.10245114,0
1.57056936,3.15338876,0
1.57113872,3.16560983,0
1.57300184,3.16946896,0
1.57486495,3.17330575,0
1.575,3.19215649,0
1.5751842,3.24170783,0
1.5753684,3.2935197,0
1.57628938,3.30034206,0
1.57790261,3.30971478,0
1.57951583,3.31889528,0
1.58,3.35696839,0
1.58033794,3.40112672,0
1.58067587,3.40447997,0
1.58236555,3.41297465,0
1.58441379,3.42122607,0
1.585,3.44882721,0
1.58579534,3.47350513,0
1.58659067,3.48172498,0
1.58799725,3.48558627,0
1.58940384,3.4893657,0
1.59,3.50706487,0
1.59028934,3.52284018,0
1.59057869,3.53592354,0
1.59202541,3.53813143,0
1.59344555,3.54028959,0
1.5948657,3.550349,0
1.595,3.55985816,0
1.59513276,3.56806812,0
1.59526553,3.57068425,0
1.59592934,3.57168114,0
1.59743682,3.57265419,0
1.59953025,3.57716829,0
1.6,3.58268064,0
1.6001518,3.58708249,0
1.6003036,3.58929843,0
1.6010626,3.59042267,0
1.60254081,3.59141447,0
1.60401901,3.59379932,0
1.605,3.59485164,0
1.60514505,3.59492204,0
1.60529011,3.59490918,0
1.60601537,3.5948676,0
1.60772606,3.59423987,0
1.60943676,3.59282185,0
1.61,3.59068513,0
1.61015623,3.59010327,0
1.61031247,3.58938281,0
1.61109364,3.58861768,0
1.6126549,3.5846072,0
1.61421617,3.57820795,0
1.615,3.57711018,0
1.61518552,3.57545505,0
1.61537103,3.57373709,0
1.61629861,3.56735464,0
1.61773735,3.56028859,0
1.61917608,3.55755567,0
1.62,3.55641987,0
1.6202109,3.55527108,0
1.62042181,3.54933879,0
1.62147633,3.54241611,0
1.62288891,3.5351341,0
1.6243015,3.53272229,0
1.625,3.53040538,0
1.62518228,3.52805616,0
1.62536457,3.51816212,0
1.62627599,3.50494494,0
1.62770453,3.50329915,0
1.62913306,3.50187653,0
1.63,3.50044449,0
1.63045465,3.49314291,0
1.6309093,3.48378917,0
1.63258102,3.47407655,0
1.63471231,3.46919353,0
1.635,3.46766511,0
1.63523349,3.46612888,0
1.63546697,3.45833164,0
1.63663441,3.44782784,0
1.63801463,3.43696546,0
1.63939486,3.4304674,0
1.64,3.4277543,0
1.64018179,3.42501692,0
1.64036359,3.41094967,0
1.64127256,3.39725301,0
1.64268666,3.38625343,0
1.64410075,3.38564509,0
1.645,3.38503573,0
1.64512144,3.38197379,0
1.64524288,3.36628694,0
1.64585009,3.35127976,0
1.64762092,3.33577144,0
1.64939176,3.3347433,0
1.65,3.33371238,0
1.65013795,3.3285153,0
1.6502759,3.30845279,0
1.65096563,3.2792461,0
1.65278654,3.27768874,0
1.65460745,3.27682029,0
1.655,3.27595013,0
1.65507181,3.27157365,0
1.65514363,3.24905023,0
1.6555027,3.22608735,0
1.65729805,3.21068435,0
1.65896682,3.20964575,0
1.66,3.20860505,0
1.66014623,3.20337102,0
1.66029246,3.1840059,0
1.66102362,3.16151327,0
1.66266965,3.15596927,0
1.66431568,3.14980383,0
1.665,3.14751051,0
1.66507162,3.14640362,0
1.66514325,3.14597625,0
1.66550136,3.14589593,0
1.66683247,3.14581561,0
1.66843696,3.14541273,0
1.6688738,3.14336959,0
1.66939704,3.14315584,0
1.66960855,3.14208001,0
1.66971583,3.14099451,0
1.66974193,3.13543376,0
1.66975115,3.11463281,0
1.66976038,3.08367405,0
1.66980651,3.07946518,0
1.67,3.07802434,0
1.67010407,3.07656898,-0.030922737
1.67020815,3.06908609,-0.061845842
1.67072851,3.03883468,-0.216466913
1.67247229,3.00557393,-0.734677364
1.67481601,2.9865106,-1.431399735
1.675,2.98425788,-1.48610829
1.67508965,2.98199502,-1.492539795
1.67517931,2.97053951,-1.498971399
1.67562757,2.93335623,-1.531130905
1.67734164,2.87579628,-1.654124835
1.6790557,2.87369428,-1.777154945
1.68,2.87204373,-1.844948849
1.68009022,2.8703904,-1.843575375
1.68018044,2.86208331,-1.842201881
1.68063155,2.82073648,-1.835334085
1.68230973,2.78482917,-1.809780353
1.6839879,2.74787689,-1.784219173
1.685,2.7466282,-1.768799722
1.6850711,2.74537815,-1.763791611
1.68514219,2.73910756,-1.758783437
1.68549768,2.70725506,-1.733741654
1.68717568,2.66972,-1.61558167
1.68859405,2.63112445,-1.515687347
1.69,2.60812832,-1.416634673
1.69004637,2.60699507,-1.412171919
1.69009274,2.60586096,-1.407709116
1.69032458,2.60017733,-1.385394361
1.6914838,2.57141891,-1.273802234
1.6928403,2.527235,-1.143180495
1.69419679,2.48155374,-1.012516848
1.695,2.45275263,-0.935128834
1.69503792,2.44763817,-0.93141061
1.69507585,2.44250557,-0.927692354
1.69526547,2.4165861,-0.909100569
1.69621356,2.36455632,-0.816129145
1.6976496,2.3115084,-0.675270199
1.69908563,2.28116745,-0.534373086
1.7,2.27233719,-0.444639314
1.70006426,2.26349334,-0.438928649
1.70012853,2.21893176,-0.433217875
1.70044985,2.16667689,-0.404662372
1.70186242,2.113353,-0.279095564
1.70327499,2.10005838,-0.153476172
1.70468756,2.09147713,-0.027804194
1.705,2.08287996,0
1.70515121,2.03970558,0
1.70530242,1.98518479,0
1.70605846,1.93037699,0
1.70773874,1.91068446,0
1.70941903,1.90484908,0
1.71,1.89900794,0
1.71019324,1.86970757,0
1.71038647,1.80916399,0
1.71135266,1.74786636,0
1.71282399,1.71554907,0
1.71429533,1.71223447,0
1.715,1.70891821,0
1.71528041,1.69231297,0
1.71556081,1.62792014,0
1.71696284,1.57082225,0
1.71836487,1.51462548,0
1.7197669,1.51041924,0
1.72,1.50621188,0
1.72027054,1.4851588,0
1.72054108,1.42384034,0
1.7218938,1.36236205,0
1.72324651,1.31111999,0
1.72459922,1.30627011,0
1.725,1.30141971,0
1.72523074,1.27716068,0
1.72546149,1.2136499,0
1.72661521,1.14731104,0
1.72796094,1.10679945,0
1.72930668,1.09594052,0
1.73,1.08508911,0
1.73004954,1.03097264,0
1.73009907,0.9773517,0
1.73034676,0.92409298,0
1.7315852,0.90489942,0
1.73290872,0.89885787,0
1.73423224,0.89282187,0
1.735,0.86272756,0
1.7350763,0.80418557,0
1.73515261,0.74629137,0
1.73553413,0.70898921,0
1.73704634,0.69985137,0
1.73837775,0.69073289,0
1.73970916,0.64544138,0
1.74,0.59528894,0
1.74011651,0.54586293,0
1.74023301,0.52161629,0
1.74081554,0.51661857,0
1.7424259,0.51162925,0
1.74455047,0.48681066,0
1.745,0.42704772,0
1.74514723,0.36871464,0
1.74529446,0.3454415,0
1.74603061,0.34154344,0
1.74756684,0.33765266,0
1.74910307,0.31830887,0
1.75,0.26291293,0
1.7501399,0.19355769,0
1.75027979,0.18275003,0
1.75097928,0.17959428,0
1.75266626,0.17644414,0
1.75435324,0.16077777,0
1.755,0.10825947,0
1.75512454,0.04367384,0
1.75524908,0.03402217,0
1.75587179,0.03079802,0
1.7575332,0.02758218,0
1.75919462,0.01162941,0
1.76,-0.03414671,0
1.76011271,-0.09196679,0
1.76022541,-0.09889424,0
1.76078894,-0.10315235,0
1.76249089,-0.10738905,0
1.76482161,-0.12824783,0
1.765,-0.1625249,0
1.7651706,-0.19507586,0
1.76534119,-0.21343268,0
1.76619417,-0.21634398,0
1.76766649,-0.21923738,0
1.76913881,-0.23343429,0
1.77,-0.26211146,0
1.77006989,-0.29584763,0
1.77013979,-0.30675119,0
1.77048926,-0.30965875,0
1.77223662,-0.31254862,0
1.77371377,-0.32674615,0
1.775,-0.35144441,0
1.77507222,-0.37481849,0
1.77514443,-0.38387128,0
1.77550552,-0.38509165,0
1.77719317,-0.38630682,0
1.77860363,-0.39230303,0
1.78,-0.41356689,0
1.78023089,-0.42917918,0
1.78046178,-0.44344193,0
1.78161623,-0.44449843,0
1.78294298,-0.4451468,0
1.78426973,-0.44579216,0
1.785,-0.44897427,0
1.78507159,-0.46379903,0
1.78514317,-0.47460632,0
1.7855011,-0.48433334,0
1.78721647,-0.48692341,0
1.78861518,-0.48728825,0
1.79,-0.48765136,0
1.79007423,-0.48944109,0
1.79014845,-0.49775079,0
1.79051958,-0.50477888,0
1.79228437,-0.51082033,0
1.79371609,-0.51378572,0
1.795,-0.51412713,0
1.79519594,-0.5144637,0
1.79539188,-0.51607385,0
1.79637159,-0.5210605,0
1.79771368,-0.52402947,0
1.79905576,-0.52584117,0
1.8,-0.52597409,0
1.80006734,-0.52610048,0
1.80013469,-0.52663823,0
1.80047141,-0.5273662,0
1.80215502,-0.52712309,0
1.80351091,-0.52682242,0
1.8048668,-0.52678726,0
1.805,-0.52675111,0
1.8050726,-0.52655524,0
1.8051452,-0.5251985,0
1.80550819,-0.52344053,0
1.80690849,-0.52119055,0
1.80830879,-0.52005446,0
1.8097091,-0.51993187,0
1.81,-0.51980831,0
1.81009937,-0.51917596,0
1.81019874,-0.51566264,0
1.81069559,-0.51213242,0
1.81229056,-0.50827708,0
1.81370523,-0.50657857,0
1.815,-0.50638269,0
1.81512079,-0.50618636,0
1.81524159,-0.50519818,0
1.81584555,-0.50012774,0
1.81743997,-0.49581001,0
1.81952442,-0.49145943,0
1.82,-0.48994441,0
1.82007383,-0.48953723,0
1.82014766,-0.48913018,0
1.82051682,-0.4870975,0
1.82215538,-0.48206102,0
1.82347253,-0.47742121,0
1.82478968,-0.47273724,0
1.825,-0.47248836,0
1.82505219,-0.4722404,0
1.82510439,-0.47101591,0
1.82536535,-0.46661247,0
1.82667016,-0.4627055,0
1.82783891,-0.45933968,0
1.82900765,-0.45852591,0
1.83,-0.45840693,0
1.83007193,-0.4582887,0
1.83014385,-0.45770852,0
1.83050349,-0.45506141,0
1.83188924,-0.45305661,0
1.8331239,-0.45141922,0
1.83435856,-0.4505994,0
1.835,-0.45053989,0
1.83506623,-0.45048174,0
1.83513246,-0.45021168,0
1.83546361,-0.44945139,0
1.83693108,-0.44943571,0
1.83816385,-0.45003685,0
1.83939663,-0.45064808,0
1.84,-0.45069959,0
1.84004725,-0.4507521,0
1.8400945,-0.45102987,0
1.84033075,-0.45279306,0
1.84151198,-0.45517781,0
1.84269977,-0.45820875,0
1.84388757,-0.46133376,0
1.845,-0.46156027,0
1.84504785,-0.46178912,0
1.84509571,-0.46296859,0
1.84533497,-0.46845143,0
1.84653128,-0.47379503,0
1.84771694,-0.47988605,0
1.84890259,-0.48419508,0
1.85,-0.48439038,0
1.8500567,-0.48458628,0
1.85011339,-0.48557487,0
1.85039687,-0.49074167,0
1.85181427,-0.50019528,0
1.85298534,-0.50975459,0
1.85415641,-0.52015109,0
1.85483624,-0.52049502,0
1.855,-0.52087069,0
1.85502557,-0.52124736,0
1.85505113,-0.52314566,0
1.85517896,-0.53300712,0
1.85581812,-0.53971175,0
1.85717295,-0.54275933,0
1.85834142,-0.54586471,0
1.85950988,-0.55789725,0
1.86,-0.57009301,0
1.86004113,-0.57058527,0
1.86008226,-0.57107861,0
1.86028789,-0.5735615,0
1.86131608,-0.58637064,0
1.86215257,-0.60123612,0
1.86276712,-0.61692844,0
1.86338167,-0.63351244,0
1.86454405,-0.63413081,0
1.865,-0.63503423,0
1.86503287,-0.63594021,0
1.86506573,-0.64050861,0
1.86523006,-0.66119755,0
1.86605169,-0.67959415,0
1.8675029,-0.69881677,0
1.86895411,-0.71356018,0
1.87,-0.7149277,0
