time_new,AnkleAngle(deg),moment_newnew
1.21234161,11.71831726,-70.46944317
1.21371385,11.7278573,-70.64774817
1.215,11.73084919,-70.81483212
1.215054,11.7316895,-70.81778359
1.21510801,11.73253327,-70.82073499
1.21537802,11.7368084,-70.8354918
1.2167281,11.74937409,-70.90926615
1.21796498,11.76071746,-70.97684097
1.21920187,11.77240579,-71.04440238
1.22,11.77352354,-71.0879913
1.22003842,11.77392518,-71.08982658
1.22007684,11.77432744,-71.09166186
1.22026892,11.77634863,-71.10083816
1.22122937,11.78676105,-71.14671516
1.22227465,11.7963703,-71.1966367
1.22319758,11.80638288,-71.2393594
1.22412051,11.81562798,-71.28182649
1.225,11.82463664,-71.32228698
1.22502473,11.82490022,-71.32657713
1.22504946,11.82516396,-71.33086727
1.2251731,11.82648495,-71.35231769
1.2257913,11.83314575,-71.45956174
1.22680428,11.84485838,-71.63526272
1.22781726,11.85673123,-71.81092767
1.22883024,11.86862177,-71.98655659
1.23,11.88199175,-72.18932306
1.23004106,11.88254537,-72.1971357
1.23008212,11.88309974,-72.20494827
1.23028741,11.88588319,-72.24401022
1.23131388,11.90014106,-72.43929557
1.23256823,11.9158471,-72.67787921
1.23382258,11.93207086,-72.91640242
1.235,11.94542407,-73.14024335
1.2350284,11.94581964,-73.14449562
1.2350568,11.94621548,-73.14870388
1.23519882,11.94819888,-73.16974453
1.23590888,11.95821405,-73.27493628
1.23736022,11.97958577,-73.48988456
1.23864968,12.00045024,-73.68078771
1.23993914,12.01522707,-73.87162576
1.24,12.01609918,-73.88063072
1.24004197,12.0169723,-73.89144135
1.24008394,12.02135449,-73.90225187
1.24029378,12.04230637,-73.9563028
1.24134298,12.06038839,-74.22651356
1.24255819,12.07877591,-74.53938628
1.2437734,12.09034923,-74.85216085
1.24498861,12.09093358,-75.16483728
1.245,12.0915181,-75.16776618
1.24504076,12.09444366,-75.18365723
1.24508152,12.10918012,-75.19954811
1.24528533,12.13193447,-75.27899994
1.24630439,12.15488388,-75.67619698
1.24752479,12.170073,-76.15173993
1.2487452,12.17096275,-76.62646238
1.24996561,12.17185212,-77.10096636
1.25,12.17629317,-77.11433598
1.2500517,12.19835606,-77.1297262
1.2501034,12.21646548,-77.14511621
1.25036191,12.23407508,-77.22206286
1.25165447,12.24717481,-77.60671421
1.25279929,12.24877329,-77.94729048
1.25394412,12.25036898,-78.28775967
1.255,12.25831176,-78.6016804
1.2550589,12.2677802,-78.60954377
1.2551178,12.277187,-78.617407
1.25541229,12.29359683,-78.65672129
1.2562604,12.3094495,-78.76992274
1.25664845,12.31724893,-78.82170859
1.2570365,12.31787096,-78.87348868
1.25818548,12.31849212,-79.02677127
1.25933446,12.32158588,-79.18000345
1.26,12.33682943,-79.26873892
1.26004703,12.35173815,-79.27609862
1.26009406,12.36603621,-79.28345823
1.26032922,12.378503,-79.32069716
1.26150502,12.37932771,-79.50997876
1.26268082,12.38014855,-79.69922542
1.26385662,12.384196,-79.88843713
1.265,12.39820257,-80.07239747
1.26506618,12.40895615,-80.08898105
1.26513237,12.41848428,-80.10556439
1.26546329,12.42406458,-80.18847876
1.2668458,12.42476989,-80.53482758
1.26800909,12.42546565,-80.82620096
1.26917238,12.4288087,-81.11752175
1.27,12.43645434,-81.32474806
1.27009657,12.44201393,-81.34873483
1.27019314,12.44620608,-81.37272125
1.270676,12.44786257,-81.49264785
1.2720006,12.44798363,-81.8215888
1.27315921,12.44810117,-82.11187654
1.27431783,12.44863811,-82.40892907
1.275,12.45016951,-82.58383421
1.27505615,12.450243,-82.59293601
1.2751123,12.44888399,-82.60203783
1.27539306,12.44612197,-82.64754732
1.27669506,12.44594181,-82.85860425
1.27783285,12.44575759,-83.04305448
1.27897065,12.44477777,-83.22751426
1.28,12.4387108,-83.39439977
1.280054,12.43199642,-83.39449622
1.28010801,12.42367733,-83.39459269
1.28037802,12.41288905,-83.39507497
1.28165724,12.41238267,-83.39735982
1.28276011,12.41187192,-83.39932968
1.28386297,12.40925477,-83.40129951
1.285,12.3947815,-83.40333037
1.28504486,12.38027131,-83.3945131
1.28508973,12.36396465,-83.38569584
1.28531404,12.34548498,-83.34160915
1.28643563,12.34100892,-83.13537363
1.28755721,12.34057772,-82.93085406
1.2886788,12.34014539,-82.72623742
1.28980039,12.33796687,-82.52152354
1.29,12.32667898,-82.48507931
1.29002631,12.30064484,-82.47500043
1.29005263,12.27650681,-82.4649216
1.2901842,12.25023242,-82.41452534
1.29084207,12.22300835,-82.16250406
1.29205528,12.21821457,-81.6975578
1.29309109,12.2133563,-81.30042087
1.29412689,12.18816701,-80.90311718
1.295,12.14911628,-80.56808909
1.2951791,12.1116311,-80.47061478
1.29535819,12.07131127,-80.37313333
1.29625367,12.05121938,-79.88562182
1.29745109,12.04827343,-79.23345363
1.29849595,12.04531387,-78.67272601
1.29954081,12.03031791,-78.12289358
1.3,11.97795735,-77.8810843
1.30007403,11.93239414,-77.8350651
1.30014806,11.88430217,-77.78904276
1.3005182,11.83346221,-77.55888365
1.30173593,11.81921617,-76.80113318
1.30273688,11.81656981,-76.17764129
1.30373783,11.81391683,-75.5535758
1.30473878,11.80055401,-74.9289367
1.305,11.73313293,-74.76582729
1.30504884,11.67496767,-74.7333402
1.30509768,11.61413153,-74.70085165
1.30534188,11.55040104,-74.53838719
1.30655949,11.52264917,-73.7277827
1.30756324,11.51994288,-73.0588696
1.308567,11.51723205,-72.38934429
1.30957075,11.50361067,-71.71920613
1.31,11.43388248,-71.43244081
1.31003961,11.34479627,-71.40564178
1.31007922,11.2513701,-71.37884179
1.31027726,11.15853048,-71.24482705
1.31126746,11.15358102,-70.58623012
1.31252133,11.14862107,-69.75999917
1.3137752,11.1236655,-68.93219612
1.315,11.0143559,-68.12206782
1.31506451,10.9185196,-68.08013684
1.31512901,10.81904518,-68.0382013
1.31545155,10.724819,-67.82846415
1.31676827,10.71737496,-66.9711698
1.31788361,10.70991376,-66.24366268
1.31899895,10.67235344,-65.51493278
1.32,10.53946762,-64.85983079
1.320077,10.42280885,-64.81101073
1.32015401,10.30219199,-64.76218547
1.32053903,10.22080653,-64.51797302
1.32190721,10.20924017,-63.64901251
1.32306434,10.19764277,-62.91269811
1.32422148,10.1391983,-62.19056942
1.325,9.98250085,-61.70581085
1.32511148,9.84434454,-61.63784936
1.32522295,9.7020297,-61.5698714
1.32578034,9.64739042,-61.22974568
1.32717989,9.63746041,-60.37396286
1.32838226,9.62751261,-59.63675067
1.32958463,9.57751139,-58.8976907
1.33,9.39862963,-58.64194469
1.33006699,9.24288498,-58.60036851
1.33013398,9.08307915,-58.55878655
1.33046894,9.00654647,-58.3507907
1.33190595,8.99841498,-57.45682221
1.33311813,8.990274,-56.70065859
1.33433031,8.94942886,-55.94260404
1.335,8.75017802,-55.52298934
1.33506225,8.57809329,-55.48237757
1.33512451,8.40213017,-55.44176115
1.33543577,8.30098895,-55.23859937
1.33688079,8.29716543,-54.30483342
1.33810132,8.29334022,-53.51744582
1.33932186,8.27418915,-52.7276501
1.34,8.17783921,-52.28779259
1.34003181,7.95667292,-52.26438171
1.34006361,7.74435419,-52.2409684
1.34022264,7.53538139,-52.12387607
1.34101776,7.53297943,-51.53772413
1.34247679,7.53057691,-50.45917165
1.34433313,7.51855623,-49.08133805
1.345,7.45825737,-48.58483599
1.34501676,7.21461436,-48.57034536
1.34503353,7.01607151,-48.5558547
1.34511735,6.81435601,-48.48339092
1.34553648,6.71484063,-48.12085391
1.34703926,6.71169588,-46.81794715
1.34825201,6.70855036,-45.76306454
1.34946476,6.6928114,-44.71062234
1.35,6.61383691,-44.24557506
1.35001975,6.36050208,-44.22798284
1.35003949,6.14868077,-44.21038914
1.35013823,5.93361197,-44.12240903
1.35063192,5.84093123,-43.68216188
1.35210277,5.83730681,-42.36709538
1.3533152,5.83368165,-41.27923838
1.35452762,5.81554501,-40.18790233
1.355,5.72460033,-39.76176359
1.35501984,5.44996443,-39.74406927
1.35503968,5.22414035,-39.72637402
1.35513889,4.99582488,-39.63788447
1.35563493,4.9207303,-39.19509086
1.35714134,4.91395641,-37.84685136
1.3583646,4.90718076,-36.74812346
1.35958786,4.87327647,-35.6458952
1.36,4.70313056,-35.2737444
1.36003693,4.44380121,-35.24173275
1.36007387,4.18199101,-35.20971847
1.36025854,3.96476968,-35.04959974
1.36118189,3.95461769,-34.24794145
1.36251623,3.94446323,-33.08691579
1.36385057,3.89365437,-31.92181546
1.365,3.6387359,-30.91490422
1.36505064,3.39181003,-30.87466463
1.36510129,3.14338442,-30.83442009
1.3653545,2.98220403,-30.63311574
1.36662058,2.97192289,-29.62459308
1.36787841,2.96164066,-28.61934068
1.36913623,2.91021355,-27.61079451
1.37,2.65271182,-26.91630302
1.37005634,2.3922712,-26.87640504
1.37011268,2.13111853,-26.83650122
1.37039438,1.98482944,-26.63689444
1.37180289,1.97081489,-25.63666917
1.3732114,1.95680078,-24.63279106
1.3746199,1.88673797,-23.62327371
1.375,1.55713864,-23.34999336
1.37507135,1.27774836,-23.30441579
1.37514269,0.99870484,-23.2588302
1.37549942,0.98568297,-23.03078664
1.37714848,0.96399608,-21.97408677
1.37855021,0.94231577,-21.07260821
1.37995195,0.83402044,-20.16813474
1.38,0.50536297,-20.13707691
1.38011731,0.03516658,-20.06615705
1.38023462,-0.0019914,-19.99521753
1.38082115,-0.0159653,-19.64022452
1.38247847,-0.029934,-18.63450709
1.3848853,-0.09969495,-17.1669669
1.385,-0.42266423,-17.09682217
1.38508314,-0.70102865,-17.04305099
1.38516628,-0.96445988,-16.98926939
1.38558197,-0.98778606,-16.7202048
1.38723536,-1.01109238,-15.64485056
1.38871161,-1.12731858,-14.67994854
1.39,-1.42819937,-13.8355636
1.39009982,-1.82428278,-13.76910843
1.39019965,-1.89364188,-13.70264048
1.39069876,-1.91239304,-13.37010664
1.39230733,-1.93112515,-12.29620024
1.39391591,-2.02449527,-11.21894272
1.395,-2.31163332,-10.49103981
1.39509125,-2.56620908,-10.43263066
1.39518249,-2.78025561,-10.37421114
1.39563872,-2.79632048,-10.0819597
1.39724134,-2.81236511,-9.05332099
1.39863734,-2.8922836,-8.15471485
1.4,-3.16379739,-7.273589027
1.40009581,-3.39329061,-7.217602216
1.40019162,-3.61229734,-7.161607384
1.40067066,-3.61523764,-6.881512841
1.40227871,-3.61817703,-5.939828179
1.40367465,-3.63286032,-5.120522043
1.405,-3.70595248,-4.341069226
1.40501783,-3.96234037,-4.334705282
1.40503565,-4.17674415,-4.328341136
1.40512479,-4.22433627,-4.296518001
1.40557047,-4.26031028,-4.137338886
1.40720065,-4.27003437,-3.554207936
1.40857397,-4.27177484,-3.06186225
1.40887988,-4.27388013,-2.952053828
1.40911037,-4.2843956,-2.869284514
1.4092116,-4.33670306,-2.832922345
1.40922907,-4.39310318,-2.826649887
1.40924653,-4.39766984,-2.820377245
1.40933383,-4.40223325,-2.789011604
1.40977037,-4.42500163,-2.632122678
1.41,-4.53764593,-2.54955502
1.41003091,-4.77911425,-2.536560659
1.41006182,-5.01180758,-2.523565704
1.41021637,-5.1113157,-2.458582028
1.41098913,-5.11382446,-2.13344111
1.41264541,-5.11633209,-1.434946979
1.41430169,-5.1288534,-0.735019922
1.415,-5.19106344,-0.439562901
1.41501833,-5.29799227,-0.437955306
1.41503667,-5.38622907,-0.436347684
1.41512834,-5.47318852,-0.428309104
1.41558667,-5.5587394,-0.388104718
1.41636473,-5.68777285,-0.319811975
1.41704028,-5.75178725,-0.260471334
1.41771584,-5.75228341,-0.201089122
1.41839139,-5.7527795,-0.141665338
1.41941391,-5.75525869,-0.051642531
1.42,-5.76762393,0
1.42000416,-5.82163468,0
1.42000832,-5.88689961,0
1.42002914,-5.97353428,0
1.4201332,-6.08456415,0
1.42059326,-6.21867905,0
1.42116123,-6.28609995,0
1.42193758,-6.28736554,0
1.42297453,-6.2886303,0
1.42430048,-6.29494166,0
1.425,-6.32618927,0
1.42501339,-6.44066673,0
1.42502678,-6.50761959,0
1.42509375,-6.5707411,0
1.42542855,-6.62393698,0
1.42679511,-6.67448796,0
1.42758581,-6.69427552,0
1.42837652,-6.69582454,0
1.42908516,-6.69737183,0
1.4297938,-6.70508268,0
1.43,-6.74302147,0
1.43002263,-6.79363452,0
1.43004525,-6.84209529,0
1.43015838,-6.90212854,0
1.43072403,-6.95847847,0
1.43150257,-6.99404099,0
1.43228112,-6.99536154,0
1.43330155,-6.99668006,0
1.43432198,-7.0032423,0
1.435,-7.03530817,0
1.43502606,-7.09675933,0
1.43505213,-7.15586588,0
1.43518245,-7.20807531,0
1.43583408,-7.21146826,0
1.43719357,-7.21271696,0
1.43862556,-7.21396027,0
1.44,-7.22009565,0
1.44003685,-7.24869425,0
1.4400737,-7.29017159,0
1.44025793,-7.32044828,0
1.44117912,-7.32997241,0
1.44276557,-7.33095704,0
1.44435201,-7.33191764,0
1.445,-7.33636506,0
1.44507917,-7.34846992,0
1.44515834,-7.3515812,0
1.4455542,-7.3477147,0
1.44712474,-7.34666066,0
1.44848884,-7.34592092,0
1.44985293,-7.34512927,0
1.45,-7.34039125,0
1.4501164,-7.31722763,0
1.45023279,-7.28135662,0
1.45081478,-7.26764353,0
1.45261512,-7.26382712,0
1.45441547,-7.25993028,0
1.455,-7.23925699,0
1.45514611,-7.18446473,0
1.45529221,-7.11955637,0
1.45602275,-7.09706765,0
1.45773778,-7.08974652,0
1.45945282,-7.08232628,0
1.46,-7.04374489,0
1.46018964,-6.97326449,0
1.46037927,-6.89599075,0
1.46132746,-6.84125127,0
1.46274199,-6.82093464,0
1.46415653,-6.80025846,0
1.465,-6.69157258,0
1.46531837,-6.54914152,0
1.46563674,-6.50656219,0
1.46722858,-6.48625859,0
1.46882043,-6.46574886,0
1.47,-6.36017389,0
1.47025922,-6.23766755,0
1.47051844,-6.10942194,0
1.47181453,-6.10168003,0
1.47330131,-6.07463435,0
1.4747881,-6.04736415,0
1.475,-5.90772303,0
1.47537608,-5.76272753,0
1.47575216,-5.63654076,0
1.47744243,-5.5931156,0
1.4795554,-5.54928919,0
1.48,-5.37848935,0
1.48029043,-5.14929538,0
1.48058086,-5.1192769,0
1.48203302,-5.02607399,0
1.48348518,-4.93178157,0
1.48493734,-4.7765766,0
1.485,-4.61889785,0
1.48549363,-4.5621247,0
1.48598726,-4.50697862,0
1.48763944,-4.45156496,0
1.48929161,-4.25943532,0
1.49,-4.06453315,0
1.49047011,-3.97553713,0
1.49094022,-3.8837167,0
1.49260531,-3.79148313,0
1.49427041,-3.62534967,0
1.495,-3.45821627,0
1.49595804,-3.36916327,0
1.49691608,-3.30413752,0
1.49829672,-3.23900042,0
1.49967737,-3.03435536,0
1.5,-2.82908496,0
1.50061813,-2.75251284,0
1.50123625,-2.66162473,0
1.50267128,-2.57077536,0
1.5041063,-2.40103765,0
1.505,-2.23176419,0
1.50566557,-2.13566096,0
1.50633114,-2.0604279,0
1.50772898,-1.98534054,0
1.50912682,-1.80958892,0
1.51,-1.63488862,0
1.51080393,-1.52778402,0
1.51160787,-1.45460149,0
1.51297714,-1.38168212,0
1.51434642,-1.2092892,0
1.515,-1.03870049,0
1.51549765,-0.93660637,0
1.51599531,-0.87503982,0
1.51773458,-0.8137619,0
1.51947386,-0.6181721,0
1.52,-0.42588831,0
1.52090202,-0.3700359,0
1.52180404,-0.3088189,0
1.52322783,-0.2479824,0
1.52465163,-0.06243194,0
1.525,0.11918017,0
1.52556098,0.16620935,0
1.52612195,0.22101915,0
1.52767155,0.27542363,0
1.52922115,0.45131093,0
1.53,0.62259705,0
1.53051578,0.6669843,0
1.53103157,0.71621501,0
1.53278284,0.76502975,0
1.53453412,0.92399976,0
1.535,1.07823663,0
1.53558975,1.12854382,0
1.5361795,1.16544628,0
1.53787332,1.20205119,0
1.53956713,1.3515498,0
1.54,1.5248622,0
1.5404346,1.54819294,0
1.5408692,1.59429512,0
1.54263719,1.6398005,0
1.54440518,1.75285541,0
1.545,1.86202748,0
1.54550921,1.92415491,0
1.54601842,1.93763598,0
1.5477646,1.95105288,0
1.54951078,2.01717596,0
1.55,2.10627,0
1.55027461,2.1922839,0
1.55054922,2.25609088,0
1.55192226,2.26391076,0
1.55338757,2.27170276,0
1.55485288,2.31024512,0
1.555,2.40090045,0
1.55509714,2.51633201,0
1.55519429,2.544447,0
1.55568,2.54823181,0
1.55714028,2.55200813,0
1.55864117,2.57076259,0
1.56,2.6613801,0
1.56010076,2.79063993,0
1.56020152,2.80420179,0
1.56070533,2.81761757,0
1.56257567,2.8825242,0
1.56463611,2.95355772,0
1.565,2.99674483,0
1.56514978,3.00423303,0
1.56529955,3.01166128,0
1.56604843,3.04791079,0
1.56774411,3.10245114,0
1.56943979,3.15338876,0
1.57,3.16560983,0
1.5705668,3.16946896,0
1.5711336,3.17330575,0
1.57299707,3.19215649,0
1.57486055,3.24170783,0
1.575,3.2935197,0
1.57513954,3.30034206,0
1.57527908,3.30971478,0
1.57597678,3.31889528,0
1.57778221,3.35696839,0
1.57958765,3.40112672,0
1.58,3.40447997,0
1.58034911,3.41297465,0
1.58069822,3.42122607,0
1.58242153,3.44882721,0
1.58460398,3.47350513,0
1.585,3.48172498,0
1.58551656,3.48558627,0
1.58603312,3.4893657,0
1.58775461,3.50706487,0
1.5894761,3.52284018,0
1.59,3.53592354,0
1.59033178,3.53813143,0
1.59066356,3.54028959,0
1.59232247,3.550349,0
1.59390851,3.55985816,0
1.595,3.56806812,0
1.5951213,3.57068425,0
1.59524261,3.57168114,0
1.59584912,3.57265419,0
1.5973476,3.57716829,0
1.6,3.58268064,0
1.6003641,3.58708249,0
1.60072819,3.58929843,0
1.60244389,3.59042267,0
1.60487642,3.59141447,0
1.605,3.59379932,0
1.60521188,3.59485164,0
1.60542375,3.59492204,0
1.60648313,3.59490918,0
1.60787703,3.5948676,0
1.60927093,3.59423987,0
1.61,3.59282185,0
1.61014265,3.59068513,0
1.61028529,3.59010327,0
1.61099853,3.58938281,0
1.61271411,3.58861768,0
1.6144297,3.5846072,0
1.615,3.57820795,0
1.61518052,3.57711018,0
1.61536105,3.57545505,0
1.61626366,3.57373709,0
1.61772206,3.56735464,0
1.61918045,3.56028859,0
1.62,3.55755567,0
1.62029289,3.55641987,0
1.62058579,3.55527108,0
1.62205026,3.54933879,0
1.62349527,3.54241611,0
1.62494028,3.5351341,0
1.625,3.53272229,0
1.62513706,3.53040538,0
1.62527413,3.52805616,0
1.62595945,3.51816212,0
1.62774403,3.50494494,0
1.62952861,3.50329915,0
1.63,3.50187653,0
1.63032449,3.50044449,0
1.63064899,3.49314291,0
1.63227146,3.48378917,0
1.63389392,3.47407655,0
1.635,3.46919353,0
1.63525488,3.46766511,0
1.63550975,3.46612888,0
1.63678414,3.45833164,0
1.63816146,3.44782784,0
1.63953878,3.43696546,0
1.64,3.4304674,0
1.64016888,3.4277543,0
1.64033776,3.42501692,0
1.64118217,3.41094967,0
1.64266363,3.39725301,0
1.64414509,3.38625343,0
1.645,3.38564509,0
1.64535129,3.38503573,0
1.64570258,3.38197379,0
1.64741437,3.36628694,0
1.6498895,3.35127976,0
1.65,3.33577144,0
1.6501062,3.3347433,0
1.6502124,3.33371238,0
1.65074339,3.3285153,0
1.65254105,3.30845279,0
1.65493662,3.2792461,0
1.655,3.27768874,0
1.65526104,3.27682029,0
1.65552209,3.27595013,0
1.6568273,3.27157365,0
1.6582689,3.24905023,0
1.65971051,3.22608735,0
1.66,3.21068435,0
1.66009649,3.20964575,0
1.66019299,3.20860505,0
1.66067546,3.20337102,0
1.66252545,3.1840059,0
1.665,3.16151327,0
1.66508266,3.15596927,0
1.66516532,3.14980383,0
1.66557862,3.14751051,0
1.66691713,3.14640362,0
1.6685275,3.14597625,0
1.66897127,3.14589593,0
1.6695045,3.14581561,0
1.66973647,3.14541273,0
1.66976196,3.14336959,0
1.66977483,3.14315584,0
1.6697877,3.14208001,0
1.66985207,3.14099451,0
1.67,3.13543376,0
1.67009575,3.11463281,-0.0285277
1.67019149,3.08367405,-0.057055861
1.67067023,3.07946518,-0.199703599
1.67242118,3.07802434,-0.721531075
1.6745766,3.07656898,-1.364111178
1.675,3.06908609,-1.490363977
1.67509138,3.03883468,-1.496886647
1.67518276,3.00557393,-1.503409417
1.67563967,2.9865106,-1.536024782
1.67735512,2.98425788,-1.658606241
1.67907056,2.98199502,-1.781290973
1.68,2.97053951,-1.847786359
1.68007349,2.93335623,-1.846779854
1.68014698,2.87579628,-1.845773327
1.68051443,2.87369428,-1.840740382
1.68217327,2.87204373,-1.818013042
1.68362784,2.8703904,-1.798075554
1.685,2.86208331,-1.779260145
1.68507227,2.82073648,-1.774277583
1.68514453,2.78482917,-1.769294918
1.68550587,2.74787689,-1.744380105
1.68718397,2.7466282,-1.628639337
1.68860785,2.74537815,-1.53039044
1.69,2.73910756,-1.434367036
1.69004355,2.70725506,-1.430212463
1.69008709,2.66972,-1.426057822
1.69030483,2.63112445,-1.405283643
1.6913935,2.60812832,-1.301388146
1.69275846,2.60699507,-1.17106674
1.69412343,2.60586096,-1.040680892
1.695,2.60017733,-0.956914006
1.69503735,2.57141891,-0.953311277
1.6950747,2.527235,-0.949708498
1.69526147,2.48155374,-0.93169388
1.69619528,2.45275263,-0.841602519
1.69764832,2.44763817,-0.701357174
1.69910136,2.44250557,-0.561038133
1.7,2.4165861,-0.474219719
1.70020377,2.36455632,-0.454910073
1.70040754,2.3115084,-0.435599006
1.70142639,2.28116745,-0.339022745
1.7028346,2.27233719,-0.20549056
1.70424281,2.26349334,-0.071877246
1.705,2.21893176,0
1.70522078,2.16667689,0
1.70544155,2.113353,0
1.70654543,2.10005838,0
1.707984,2.09147713,0
1.70942257,2.08287996,0
1.71,2.03970558,0
1.71030994,1.98518479,0
1.71061988,1.93037699,0
1.71216959,1.91068446,0
1.71371929,1.90484908,0
1.715,1.89900794,0
1.7151593,1.86970757,0
1.7153186,1.80916399,0
1.71611511,1.74786636,0
1.71765708,1.71554907,0
1.71919905,1.71223447,0
1.72,1.70891821,0
1.72009852,1.69231297,0
1.72019703,1.62792014,0
1.72068962,1.57082225,0
1.72230269,1.51462548,0
1.72391575,1.51041924,0
1.725,1.50621188,0
1.72511063,1.4851588,0
1.72522126,1.42384034,0
1.72577442,1.36236205,0
1.72726991,1.31111999,0
1.72876539,1.30627011,0
1.73,1.30141971,0
1.73012083,1.27716068,0
1.73024166,1.2136499,0
1.7308458,1.14731104,0
1.73236973,1.10679945,0
1.73387834,1.09594052,0
1.735,1.08508911,0
1.73521782,1.03097264,0
1.73543564,0.9773517,0
1.73652473,0.92409298,0
1.73784557,0.90489942,0
1.73916641,0.89885787,0
1.74,0.89282187,0
1.74019589,0.86272756,0
1.74039178,0.80418557,0
1.74137122,0.74629137,0
1.74270832,0.70898921,0
1.74404543,0.69985137,0
1.745,0.69073289,0
1.74518621,0.64544138,0
1.74537243,0.59528894,0
1.7463035,0.54586293,0
1.74766634,0.52161629,0
1.74902918,0.51661857,0
1.75,0.51162925,0
1.75014241,0.48681066,0
1.75028481,0.42704772,0
1.75099684,0.36871464,0
1.7526607,0.3454415,0
1.75432456,0.34154344,0
1.755,0.33765266,0
1.7551115,0.31830887,0
1.755223,0.26291293,0
1.75578049,0.19355769,0
1.75747307,0.18275003,0
1.7596782,0.17959428,0
1.76,0.17644414,0
1.76009723,0.16077777,0
1.76019447,0.10825947,0
1.76068064,0.04367384,0
1.76242299,0.03402217,0
1.76416534,0.03079802,0
1.765,0.02758218,0
1.76511349,0.01162941,0
1.76522697,-0.03414671,0
1.7657944,-0.09196679,0
1.76744471,-0.09889424,0
1.7695872,-0.10315235,0
1.77,-0.10738905,0
1.77008671,-0.12824783,0
1.77017341,-0.1625249,0
1.77060694,-0.19507586,0
1.77235326,-0.21343268,0
1.77391075,-0.21634398,0
1.775,-0.21923738,0
1.77505235,-0.23343429,0
1.7751047,-0.26211146,0
1.77536643,-0.29584763,0
1.77667512,-0.30675119,0
1.77801299,-0.30965875,0
1.77935085,-0.31254862,0
1.78,-0.32674615,0
1.78006829,-0.35144441,0
1.78013659,-0.37481849,0
1.78047805,-0.38387128,0
1.78218538,-0.38509165,0
1.78357074,-0.38630682,0
1.7849561,-0.39230303,0
1.785,-0.41356689,0
1.78513699,-0.42917918,0
1.78527397,-0.44344193,0
1.7859589,-0.44449843,0
1.78756934,-0.4451468,0
1.78917979,-0.44579216,0
1.79,-0.44897427,0
1.79007974,-0.46379903,0
1.79015949,-0.47460632,0
1.7905582,-0.48433334,0
1.79238724,-0.48692341,0
1.79397854,-0.48728825,0
1.795,-0.48765136,0
1.79510177,-0.48944109,0
1.79520355,-0.49775079,0
1.79571242,-0.50477888,0
1.79735117,-0.51082033,0
1.79884394,-0.51378572,0
1.8,-0.51412713,0
1.80015829,-0.5144637,0
1.80031657,-0.51607385,0
1.801108,-0.5210605,0
1.80270097,-0.52402947,0
1.80429395,-0.52584117,0
1.805,-0.52597409,0
1.80505072,-0.52610048,0
1.80510143,-0.52663823,0
1.80535502,-0.5273662,0
1.80662293,-0.52712309,0
1.80791152,-0.52682242,0
1.8092001,-0.52678726,0
1.81,-0.52675111,0
1.81005877,-0.52655524,0
1.81011753,-0.5251985,0
1.81041137,-0.52344053,0
1.81188054,-0.52119055,0
1.81318765,-0.52005446,0
1.81449477,-0.51993187,0
1.815,-0.51980831,0
1.81506341,-0.51917596,0
1.81512682,-0.51566264,0
1.81544385,-0.51213242,0
1.81702904,-0.50827708,0
1.81834264,-0.50657857,0
1.81965624,-0.50638269,0
1.82,-0.50618636,0
1.82012639,-0.50519818,0
1.82025278,-0.50012774,0
1.82088472,-0.49581001,0
1.82243576,-0.49145943,0
1.82449165,-0.48994441,0
1.825,-0.48953723,0
1.82507701,-0.48913018,0
1.82515403,-0.4870975,0
1.82553909,-0.48206102,0
1.82705856,-0.47742121,0
1.82825236,-0.47273724,0
1.82944616,-0.47248836,0
1.83,-0.4722404,0
1.83003601,-0.47101591,0
1.83007202,-0.46661247,0
1.83025207,-0.4627055,0
1.83115234,-0.45933968,0
1.83247194,-0.45852591,0
1.83379154,-0.45840693,0
1.835,-0.4582887,0
1.83504221,-0.45770852,0
1.83508442,-0.45506141,0
1.83529547,-0.45305661,0
1.8363507,-0.45141922,0
1.83755839,-0.4505994,0
1.83876608,-0.45053989,0
1.83997376,-0.45048174,0
1.84,-0.45021168,0
1.84006027,-0.44945139,0
1.84012053,-0.44943571,0
1.84042186,-0.45003685,0
1.8418769,-0.45064808,0
1.84309194,-0.45069959,0
1.84430697,-0.4507521,0
1.845,-0.45102987,0
1.8450424,-0.45279306,0
1.84508479,-0.45517781,0
1.84529678,-0.45820875,0
1.8463567,-0.46133376,0
1.84755866,-0.46156027,0
1.84876063,-0.46178912,0
1.84996259,-0.46296859,0
1.85,-0.46845143,0
1.85005208,-0.47379503,0
1.85010417,-0.47988605,0
1.85036459,-0.48419508,0
1.8516667,-0.48439038,0
1.85282858,-0.48458628,0
1.85399045,-0.48557487,0
1.855,-0.49074167,0
1.85502291,-0.50019528,0
1.85504581,-0.50975459,0
1.85516035,-0.52015109,0
1.85573302,-0.52049502,0
1.85716608,-0.52087069,0
1.85836059,-0.52124736,0
1.8595551,-0.52314566,0
1.86,-0.53300712,0
1.86004151,-0.53971175,0
1.86008301,-0.54275933,0
1.86029055,-0.54586471,0
1.86132821,-0.55789725,0
1.86205057,-0.57009301,0
1.86238573,-0.57058527,0
1.86272088,-0.57107861,0
1.86386956,-0.5735615,0
1.865,-0.58637064,0
1.86503784,-0.60123612,0
1.86507567,-0.61692844,0
1.86526485,-0.63351244,0
1.86621074,-0.63413081,0
1.867485,-0.63503423,0
1.86875927,-0.63594021,0
1.87,-0.64050861,0
1.87007213,-0.66119755,0
1.87014426,-0.67959415,0
1.87050492,-0.69881677,0
