Time,AnkleAngle(deg),ActuatorMoment
1.165,11.37337203,-65.2191890010847
1.16504259,11.37392917,-65.2260713486683
1.16508517,11.37448544,-65.232953699766
1.16529811,11.37725422,-65.2673642082862
1.16636278,11.39083189,-65.4393926406647
1.1677292,11.40771051,-65.6601187270073
1.16909562,11.42385146,-65.8807780553505
1.17,11.43405177,-66.0267864868203
1.17011209,11.43528942,-66.042425252548
1.17022418,11.43652145,-66.0580636266484
1.17078462,11.442603,-66.1362497079561
1.1724587,11.46008723,-66.3697363645807
1.1746579,11.48131161,-66.6779174518163
1.175,11.4844182,-66.7263662392824
1.17513237,11.48560758,-66.7442693375217
1.17526475,11.4867902,-66.7621720311016
1.17592662,11.49260974,-66.8516803017092
1.17760237,11.50673265,-67.0782614309008
1.17963214,11.52252528,-67.3526325586051
1.18,11.52522818,-67.4023484304698
1.18022688,11.52687515,-67.4310535205994
1.18045375,11.52850849,-67.4597576776889
1.18158813,11.53651428,-67.6032635881196
1.18298174,11.54603864,-67.7795311952222
1.18437536,11.5551137,-67.9557617006901
1.185,11.55902428,-68.0347395974271
1.18558265,11.56260159,-68.0951880573592
1.18616529,11.56613523,-68.1556312082417
1.18781048,11.57598381,-68.3280995699826
1.18945568,11.58550071,-68.5011926431406
1.19,11.58854885,-68.5584553794348
1.1900384,11.58876216,-68.5623580711005
1.1900768,11.58897526,-68.5662607471022
1.19026878,11.59003763,-68.585773963142
1.19122873,11.59528082,-68.6833339930745
1.1927714,11.60349154,-68.8400962294187
1.19431407,11.61131762,-68.9968331838856
1.195,11.61468892,-69.0665162627172
1.19506233,11.61499406,-69.0742685286533
1.19512465,11.61529913,-69.0820207792875
1.19543628,11.61682405,-69.1207811752363
1.19699444,11.62448111,-69.3145642857047
1.1983309,11.63106433,-69.480751031489
1.19966736,11.63756794,-69.6467849621888
1.2,11.63919178,-69.6880354399886
1.20008573,11.63961216,-69.7010297928874
1.20017146,11.64003345,-69.7140240209171
1.2006001,11.64215451,-69.7789933114411
1.20213901,11.65000047,-70.0122196369456
1.20345417,11.65690329,-70.2115048592146
1.20476934,11.6638665,-70.4107604605816
1.205,11.66510693,-70.4457041047106
1.20508576,11.66557083,-70.4606364875775
1.20517151,11.66603632,-70.4755687651232
1.2056003,11.66838988,-70.5502278369166
1.20714476,11.67728753,-70.8191157532231
1.20843054,11.6851183,-71.0429328311942
1.20971632,11.69316888,-71.266717514753
1.21,11.69498461,-71.3160855040795
1.21008102,11.69550696,-71.3311809672785
1.21016203,11.69603112,-71.3462763330796
1.21056711,11.69868116,-71.4217509800387
1.21207976,11.70907658,-71.7031865468945
1.21334573,11.71831726,-71.9363659271543
1.2146117,11.7278573,-72.1694940900695
1.215,11.73084919,-72.2409882181289
1.21510811,11.7316895,-72.2615493175658
1.21521623,11.73253327,-72.2821099708324
1.21575679,11.7368084,-72.3849076983122
1.21727393,11.74937409,-72.6733644328175
1.2185759,11.76071746,-72.9208525692511
1.21987788,11.77240579,-73.1682847436103
1.22,11.77352354,-73.1914893927972
1.22004376,11.77392518,-73.1986637987139
1.22008752,11.77432744,-73.2058381498733
1.22030631,11.77634863,-73.2417091450414
1.22140026,11.78676105,-73.4210435894764
1.2223585,11.7963703,-73.5781014097275
1.22331674,11.80638288,-73.7351329724931
1.22417794,11.81562798,-73.8762403194283
1.225,11.82463664,-74.0102309082222
1.2250238,11.82490022,-74.0146074956473
1.22504761,11.82516396,-74.0189839821027
1.22516663,11.82648495,-74.0408663076115
1.22576174,11.83314575,-74.1502693383485
1.22679057,11.84485838,-74.3393710797351
1.2278194,11.85673123,-74.528430392252
1.22884823,11.86862177,-74.7174472758993
1.23,11.88199175,-74.9290012632651
1.23004718,11.88254537,-74.94018114648
1.23009437,11.88309974,-74.9513608363535
1.23033028,11.88588319,-75.0072578908981
1.23150985,11.90014106,-75.2867002297746
1.23275429,11.9158471,-75.5814314659483
1.23399872,11.93207086,-75.876083429772
1.235,11.94542407,-76.1131047037206
1.23502932,11.94581964,-76.1212635295666
1.23505864,11.94621548,-76.1294223030477
1.23520523,11.94819888,-76.1702154796866
1.2359382,11.95821405,-76.3741618787036
1.23747095,11.97958577,-76.7994807556453
1.23895339,12.00045024,-77.2058982301214
1.24,12.01522707,-77.4927103300484
1.24006135,12.01609918,-77.5110031138785
1.24012271,12.0169723,-77.5292954124645
1.24042948,12.02135449,-77.6207518136244
1.24186284,12.04230637,-78.0479555556045
1.24305801,12.06038839,-78.4040167892984
1.24425318,12.07877591,-78.7599400102362
1.245,12.09034923,-78.9822720050544
1.2450376,12.09093358,-78.9921576879148
1.2450752,12.0915181,-79.0020432494933
1.24526321,12.09444366,-79.0514691166107
1.24620325,12.10918012,-79.2985530901793
1.24762716,12.13193447,-79.672675841597
1.24905108,12.15488388,-80.0466245400263
1.25,12.170073,-80.2961104454512
1.2500558,12.17096275,-80.3114546295645
1.25011161,12.17185212,-80.3267984919079
1.25039062,12.17629317,-80.4035148825698
1.2517857,12.19835606,-80.7870134617972
1.25294854,12.21646548,-81.1065666706066
1.25411138,12.23407508,-81.4260236849889
1.255,12.24717481,-81.6700796405393
1.25510953,12.24877329,-81.702261350594
1.25521905,12.25036898,-81.7344422525646
1.25576668,12.25831176,-81.8953327894758
1.2564237,12.2677802,-82.0883346388003
1.25708073,12.277187,-82.2813036039469
1.25824532,12.29359683,-82.6232652275927
1.25940991,12.3094495,-82.9651238567662
1.26,12.31724893,-83.1383003688986
1.26004753,12.31787096,-83.1504790083884
1.26009506,12.31849212,-83.1626574965124
1.26033272,12.32158588,-83.2235475783622
1.26152102,12.33682943,-83.5279415300372
1.26270931,12.35173815,-83.833329181235
1.26389761,12.36603621,-84.1437374235052
1.265,12.378503,-84.4316634498739
1.2650756,12.37932771,-84.4491636421174
1.26515119,12.38014855,-84.4666637169907
1.26552918,12.384196,-84.5541613185684
1.26690893,12.39820257,-84.873519720689
1.26807021,12.40895615,-85.1422647654049
1.26923149,12.41848428,-85.4109695515388
1.27,12.42406458,-85.58877083118
1.27010296,12.42476989,-85.6081985905049
1.27020591,12.42546565,-85.6276261452022
1.2707207,12.4288087,-85.7247598087703
1.2720414,12.43645434,-85.9739299071321
1.27320156,12.44201393,-86.1927771017237
1.27436172,12.44620608,-86.4115913534211
1.275,12.44786257,-86.5319601187005
1.27505521,12.44798363,-86.5367415130365
1.27511042,12.44810117,-86.541522871977
1.27538646,12.44863811,-86.5678973807059
1.27668927,12.45016951,-86.6943346537165
1.27782631,12.450243,-86.8046985773018
1.27896335,12.44888399,-86.9150761911693
1.28,12.44612197,-87.0157204615696
1.28005197,12.44594181,-87.0123537740752
1.28010395,12.44575759,-87.0089871157594
1.28036382,12.44477777,-86.9921533489813
1.28164396,12.4387108,-86.9092227239261
1.28274675,12.43199642,-86.8377703274302
1.28384955,12.42367733,-86.7663082237173
1.285,12.41288905,-86.6917472911348
1.28504842,12.41238267,-86.6789778746992
1.28509683,12.41187192,-86.6662083352039
1.28533891,12.40925477,-86.6023597042991
1.28654928,12.3947815,-86.2830892443829
1.28761946,12.38027131,-86.0007609121642
1.28868964,12.36396465,-85.7334201573118
1.28975983,12.34548498,-85.4689818808705
1.29,12.34100892,-85.4096141996863
1.29002279,12.34057772,-85.3994550358717
1.29004557,12.34014539,-85.3892955313732
1.2901595,12.33796687,-85.3384968089836
1.29072913,12.32667898,-85.084456455311
1.29194567,12.30064484,-84.5416562372289
1.292981,12.27650681,-84.0794275613432
1.29401634,12.25023242,-83.6169441418888
1.295,12.22300835,-83.1773060156359
1.29516498,12.21821457,-83.0776269082911
1.29532996,12.2133563,-82.9779391546173
1.29615487,12.18816701,-82.4793709007592
1.29735324,12.14911628,-81.7546961483001
1.29842364,12.1116311,-81.1070243665695
1.29949404,12.07131127,-80.4589886226126
1.3,12.05121938,-80.152545737209
1.30007281,12.04827343,-80.1016600749298
1.30014562,12.04531387,-80.0507724781463
1.30050966,12.03031791,-79.7976557389553
1.30172667,11.97795735,-78.9738340053138
1.3027274,11.93239414,-78.2955608566843
1.30372814,11.88430217,-77.6165139734607
1.30472887,11.83346221,-76.9366925199443
1.305,11.81921617,-76.7523724463366
1.30504996,11.81656981,-76.7164506268241
1.30509991,11.81391683,-76.6805263631301
1.30534969,11.80055401,-76.5008757689877
1.30656851,11.73313293,-75.6235325694958
1.30757129,11.67496767,-74.9007977805615
1.30857406,11.61413153,-74.177243094844
1.30957684,11.55040104,-73.4528693101312
1.31,11.52264917,-73.1469432687906
1.31004087,11.51994288,-73.1172852961199
1.31008174,11.51723205,-73.0876259568182
1.31028608,11.50361067,-72.9393083876526
1.31130778,11.43388248,-72.1972083913231
1.31256024,11.34479627,-71.2863384486581
1.31381269,11.2513701,-70.3894420199845
1.315,11.15853048,-69.5484449871813
1.31506189,11.15358102,-69.5058950338179
1.31512378,11.14862107,-69.463340301053
1.31543323,11.1236655,-69.2504949462075
1.31675355,11.0143559,-68.3410214608551
1.31786743,10.9185196,-67.5720544400293
1.31898131,10.81904518,-66.8015392891615
1.32,10.724819,-66.0955170460241
1.32007914,10.71737496,-66.0429928837856
1.32015828,10.70991376,-65.9904612213049
1.32055399,10.67235344,-65.7276909400581
1.32192053,10.53946762,-64.8187813465118
1.32307959,10.42280885,-64.0461253182697
1.32423864,10.30219199,-63.2718598339531
1.325,10.22080653,-62.7623859175958
1.32510699,10.20924017,-62.6929378509166
1.32521397,10.19764277,-62.6234759462921
1.32574891,10.1391983,-62.2759687327949
1.32715099,9.98250085,-61.3873556352043
1.32834983,9.84434454,-60.6251512780129
1.32954867,9.7020297,-59.8607158229227
1.33,9.64739042,-59.5723505882324
1.33008153,9.63746041,-59.5202644006649
1.33016307,9.62751261,-59.4681685568681
1.33057074,9.57751139,-59.207532685458
1.33200218,9.39862963,-58.2903213349745
1.33321582,9.24288498,-57.5101777591311
1.33442946,9.08307915,-56.727749316895
1.335,9.00654647,-56.3591363993926
1.33506024,8.99841498,-56.3188906842335
1.33512048,8.990274,-56.2786391679233
1.33542169,8.94942886,-56.077295196593
1.33686832,8.75017802,-55.1082546002122
1.3380893,8.57809329,-54.2877636063585
1.33931029,8.40213017,-53.4762889937728
1.34,8.30098895,-53.018853723825
1.34002591,8.29716543,-52.9995425677461
1.34005182,8.29334022,-52.9802299635287
1.34018138,8.27418915,-52.8836459196938
1.34082917,8.17783921,-52.4001819142969
1.34229387,7.95667292,-51.3036946009937
1.34367182,7.74435419,-50.267926746575
1.345,7.53538139,-49.2656940100201
1.34501511,7.53297943,-49.2524658828488
1.34503022,7.53057691,-49.2392371915606
1.34510577,7.51855623,-49.1730852750944
1.34548351,7.45825737,-48.8421135067009
1.34699178,7.21461436,-47.517062918663
1.34820116,7.01607151,-46.4505337481156
1.34941054,6.81435601,-45.380390653357
1.35,6.71484063,-44.8574867825187
1.35001855,6.71169588,-44.8406540923707
1.35003711,6.70855036,-44.8238211186455
1.35012987,6.6928114,-44.7396408923497
1.35059369,6.61383691,-44.3184154431239
1.35206422,6.36050208,-42.9857208037692
1.35327404,6.14868077,-41.887194085432
1.35448386,5.93361197,-40.7845620918715
1.355,5.84093123,-40.3128966503239
1.35502013,5.83730681,-40.2948132270072
1.35504026,5.83368165,-40.2767286861197
1.3551409,5.81554501,-40.1862886379545
1.3556441,5.72460033,-39.7336693505569
1.35715064,5.44996443,-38.3743967567315
1.35837528,5.22414035,-37.2648592703181
1.35959992,4.99582488,-36.1511851833559
1.36,4.9207303,-35.7864562670458
1.36003603,4.91395641,-35.7549575555426
1.36007206,4.90718076,-35.7234554055325
1.36025222,4.87327647,-35.5658935709446
1.36115299,4.70313056,-34.7767930638098
1.36251585,4.44380121,-33.5788035596015
1.36387872,4.18199101,-32.3760860694599
1.365,3.96476968,-31.3838773225686
1.36505224,3.95461769,-31.3420055757453
1.36510447,3.94446323,-31.300126649891
1.36536565,3.89365437,-31.0906325228987
1.36667157,3.6387359,-30.0406411762892
1.36792943,3.39181003,-29.0253069234028
1.36918729,3.14338442,-28.0060735660213
1.37,2.98220403,-27.3454711028836
1.37005178,2.97192289,-27.3084544832393
1.37010356,2.96164066,-27.2714320220891
1.37036246,2.91021355,-27.0862321089579
1.37165696,2.65271182,-26.1580423131636
1.37296313,2.3922712,-25.2177923924776
1.37426929,2.13111853,-24.2738256558516
1.375,1.98482944,-23.7441168752347
1.37507,1.97081489,-23.6990250152609
1.37514,1.95680078,-23.65392362787
1.37549001,1.88673797,-23.4282741143906
1.37713784,1.55713864,-22.3611369971378
1.37853625,1.27774836,-21.4501081975837
1.37993465,0.99870484,-20.5355152243936
1.38,0.98568297,-20.4926894731998
1.38010886,0.96399608,-20.4258759416822
1.38021771,0.94231577,-20.3590418613626
1.38076199,0.83402044,-20.0245681483664
1.38242015,0.50536297,-19.0024649345504
1.38481012,0.03516658,-17.5209926542334
1.385,-0.0019914,-17.4028735024476
1.38507145,-0.0159653,-17.3557887740912
1.38514291,-0.029934,-17.3086950434543
1.38550018,-0.09969495,-17.0730872157385
1.38716498,-0.42266423,-15.9721569487171
1.38861509,-0.70102865,-15.0091184233045
1.39,-0.96445988,-14.0832075672296
1.39012324,-0.98778606,-14.0000470879823
1.39024649,-1.01109238,-13.916863044097
1.39086271,-1.12731858,-13.5005865235988
1.3924713,-1.42819937,-12.4111363473896
1.39461975,-1.82428278,-10.9497564949082
1.395,-1.89364188,-10.6903578663314
1.39510304,-1.91239304,-10.6242258040168
1.39520608,-1.93112515,-10.5580781327732
1.39572128,-2.02449527,-10.2271056416963
1.39732336,-2.31163332,-9.19541040015418
1.39876726,-2.56620908,-8.26234369105618
1.4,-2.78025561,-7.46331047144857
1.40009331,-2.79632048,-7.40870716230614
1.40018661,-2.81236511,-7.35409221612628
1.40065314,-2.8922836,-7.0808444168598
1.40226102,-3.16379739,-6.13604007488757
1.4036488,-3.39329061,-5.31699657769518
1.405,-3.61229734,-4.51757817533384
1.40501834,-3.61523764,-4.51093560454019
1.40503668,-3.61817703,-4.50429281489173
1.4051284,-3.63286032,-4.47107566419479
1.40558695,-3.70595248,-4.30490762926438
1.40721736,-3.96234037,-3.71298390489636
1.40859668,-4.17674415,-3.21086923281224
1.4089036,-4.22433627,-3.09897274434136
1.40913563,-4.26031028,-3.01433553206234
1.40919836,-4.27003437,-2.99145076943477
1.40920958,-4.27177484,-2.98735445932394
1.40922317,-4.27388013,-2.98239834545641
1.40929108,-4.2843956,-2.95761587003796
1.40963065,-4.33670306,-2.8336585332892
1.41,-4.39310318,-2.69874502489366
1.41003005,-4.39766984,-2.68597941989877
1.4100601,-4.40223325,-2.67321313158853
1.41021035,-4.42500163,-2.60937145719162
1.4109616,-4.53764593,-2.28990719183493
1.41261702,-4.77911425,-1.58443973355347
1.41427245,-5.01180758,-0.876901401225003
1.415,-5.1113157,-0.565177795256917
1.41501851,-5.11382446,-0.56309192325209
1.41503702,-5.11633209,-0.561006004309519
1.41512956,-5.1288534,-0.550575701252166
1.41559229,-5.19106344,-0.49840659527014
1.41639834,-5.29799227,-0.407461155089498
1.4170736,-5.38622907,-0.331203459334306
1.41774886,-5.47318852,-0.254883294442448
1.41842412,-5.5587394,-0.178500658527244
1.41946803,-5.68777285,-0.0602945817589077
1.42,-5.75178725,-0
1.42000417,-5.75228341,-0
1.42000833,-5.7527795,-0
1.42002916,-5.75525869,-0
1.4201333,-5.76762393,-0
1.42059339,-5.82163468,-0
1.4211614,-5.88689961,-0
1.42193781,-5.97353428,-0
1.42297483,-6.08456415,-0
1.42429989,-6.21867905,-0
1.425,-6.28609995,-0
1.42501338,-6.28736554,-0
1.42502675,-6.2886303,-0
1.42509363,-6.29494166,-0
1.42542803,-6.32618927,-0
1.42670449,-6.44066673,-0
1.42749817,-6.50761959,-0
1.42829184,-6.5707411,-0
1.42900267,-6.62393698,-0
1.42971351,-6.67448796,-0
1.43,-6.69427552,-0
1.43002261,-6.69582454,-0
1.43004521,-6.69737183,-0
1.43015824,-6.70508268,-0
1.43072337,-6.74302147,-0
1.43150255,-6.79363452,-0
1.43228174,-6.84209529,-0
1.43330177,-6.90212854,-0
1.43432181,-6.95847847,-0
1.435,-6.99404099,-0
1.43502573,-6.99536154,-0
1.43505145,-6.99668006,-0
1.43518009,-7.0032423,-0
1.43582327,-7.03530817,-0
1.4371323,-7.09675933,-0
1.43851738,-7.15586588,-0
1.43990246,-7.20807531,-0
1.44,-7.21146826,-0
1.44003618,-7.21271696,-0
1.44007237,-7.21396027,-0
1.44025329,-7.22009565,-0
1.44115789,-7.24869425,-0
1.44274455,-7.29017159,-0
1.44433122,-7.32044828,-0
1.445,-7.32997241,-0
1.44507745,-7.33095704,-0
1.4451549,-7.33191764,-0
1.44554215,-7.33636506,-0
1.44710175,-7.34846992,-0
1.44845991,-7.3515812,-0
1.44981808,-7.3477147,-0
1.45,-7.34666066,-0
1.45011619,-7.34592092,-0
1.45023237,-7.34512927,-0
1.4508133,-7.34039125,-0
1.45262455,-7.31722763,-0
1.45443579,-7.28135662,-0
1.455,-7.26764353,-0
1.45514899,-7.26382712,-0
1.45529798,-7.25993028,-0
1.45604291,-7.23925699,-0
1.45775271,-7.18446473,-0
1.4594625,-7.11955637,-0
1.46,-7.09706765,-0
1.46017004,-7.08974652,-0
1.46034008,-7.08232628,-0
1.46119027,-7.04374489,-0
1.46262182,-6.97326449,-0
1.46405338,-6.89599075,-0
1.465,-6.84125127,-0
1.46533939,-6.82093464,-0
1.46567878,-6.80025846,-0
1.46737573,-6.69157258,-0
1.46942049,-6.54914152,-0
1.47,-6.50656219,-0
1.47027188,-6.48625859,-0
1.47054376,-6.46574886,-0
1.47190317,-6.36017389,-0
1.4734072,-6.23766755,-0
1.47491124,-6.10942194,-0
1.475,-6.10168003,-0
1.47530842,-6.07463435,-0
1.47561684,-6.04736415,-0
1.47715893,-5.90772303,-0
1.47870102,-5.76272753,-0
1.48,-5.63654076,-0
1.48043864,-5.5931156,-0
1.48087727,-5.54928919,-0
1.48255115,-5.37848935,-0
1.48472126,-5.14929538,-0
1.485,-5.1192769,-0
1.48585837,-5.02607399,-0
1.48671674,-4.93178157,-0
1.48811005,-4.7765766,-0
1.48950336,-4.61889785,-0
1.49,-4.5621247,-0
1.49047999,-4.50697862,-0
1.49095998,-4.45156496,-0
1.49260728,-4.25943532,-0
1.49425458,-4.06453315,-0
1.495,-3.97553713,-0
1.49576528,-3.8837167,-0
1.49653056,-3.79148313,-0
1.4979015,-3.62534967,-0
1.49927244,-3.45821627,-0
1.5,-3.36916327,-0
1.5005301,-3.30413752,-0
1.50106021,-3.23900042,-0
1.50272068,-3.03435536,-0
1.50438116,-2.82908496,-0
1.505,-2.75251284,-0
1.50573456,-2.66162473,-0
1.50646912,-2.57077536,-0
1.50784336,-2.40103765,-0
1.50921761,-2.23176419,-0
1.51,-2.13566096,-0
1.51061374,-2.0604279,-0
1.51122748,-1.98534054,-0
1.51266925,-1.80958892,-0
1.51411102,-1.63488862,-0
1.515,-1.52778402,-0
1.51560992,-1.45460149,-0
1.51621985,-1.38168212,-0
1.51767147,-1.2092892,-0
1.51912308,-1.03870049,-0
1.52,-0.93660637,-0
1.520532,-0.87503982,-0
1.521064,-0.8137619,-0
1.52277986,-0.6181721,-0
1.52449571,-0.42588831,-0
1.525,-0.3700359,-0
1.52555595,-0.3088189,-0
1.5261119,-0.2479824,-0
1.52783024,-0.06243194,-0
1.52954858,0.11918017,-0
1.53,0.16620935,-0
1.53052967,0.22101915,-0
1.53105933,0.27542363,-0
1.53280013,0.45131093,-0
1.53454092,0.62259705,-0
1.535,0.6669843,-0
1.53551323,0.71621501,-0
1.53602646,0.76502975,-0
1.53772957,0.92399976,-0
1.53943268,1.07823663,-0
1.54,1.12854382,-0
1.54042008,1.16544628,-0
1.54084017,1.20205119,-0
1.54259301,1.3515498,-0
1.54470782,1.5248622,-0
1.545,1.54819294,-0
1.54558296,1.59429512,-0
1.54616591,1.6398005,-0
1.54764877,1.75285541,-0
1.54913164,1.86202748,-0
1.55,1.92415491,-0
1.55019092,1.93763598,-0
1.55038184,1.95105288,-0
1.55133643,2.01717596,-0
1.55266093,2.10627,-0
1.55398542,2.1922839,-0
1.555,2.25609088,-0
1.55512635,2.26391076,-0
1.55525269,2.27170276,-0
1.55588443,2.31024512,-0
1.5574176,2.40090045,-0
1.55947771,2.51633201,-0
1.56,2.544447,-0
1.56007097,2.54823181,-0
1.56014194,2.55200813,-0
1.5604968,2.57076259,-0
1.56227109,2.6613801,-0
1.565,2.79063993,-0
1.56530198,2.80420179,-0
1.56560395,2.81761757,-0
1.56711384,2.8825242,-0
1.56887049,2.95355772,-0
1.57,2.99674483,-0
1.57020108,3.00423303,-0
1.57040217,3.01166128,-0
1.57140759,3.04791079,-0
1.57300365,3.10245114,-0
1.57459971,3.15338876,-0
1.575,3.16560983,-0
1.57512792,3.16946896,-0
1.57525584,3.17330575,-0
1.57589543,3.19215649,-0
1.57767414,3.24170783,-0
1.57971494,3.2935197,-0
1.58,3.30034206,-0
1.58039858,3.30971478,-0
1.58079716,3.31889528,-0
1.58254672,3.35696839,-0
1.58481491,3.40112672,-0
1.585,3.40447997,-0
1.58547829,3.41297465,-0
1.58595658,3.42122607,-0
1.58766924,3.44882721,-0
1.5893819,3.47350513,-0
1.59,3.48172498,-0
1.59029991,3.48558627,-0
1.59059982,3.4893657,-0
1.59209938,3.50706487,-0
1.59359894,3.52284018,-0
1.595,3.53592354,-0
1.59525416,3.53813143,-0
1.59550832,3.54028959,-0
1.59677911,3.550349,-0
1.59814669,3.55985816,-0
1.59951427,3.56806812,-0
1.6,3.57068425,-0
1.60019297,3.57168114,-0
1.60038593,3.57265419,-0
1.60135077,3.57716829,-0
1.60274129,3.58268064,-0
1.60413181,3.58708249,-0
1.605,3.58929843,-0
1.60551248,3.59042267,-0
1.60602495,3.59141447,-0
1.60773034,3.59379932,-0
1.60943572,3.59485164,-0
1.61,3.59492204,-0
1.61026375,3.59490918,-0
1.61052749,3.5948676,-0
1.61184623,3.59423987,-0
1.61326175,3.59282185,-0
1.61467728,3.59068513,-0
1.615,3.59010327,-0
1.61537604,3.58938281,-0
1.61575208,3.58861768,-0
1.61745919,3.5846072,-0
1.61966208,3.57820795,-0
1.62,3.57711018,-0
1.62049296,3.57545505,-0
1.62098592,3.57373709,-0
1.62268369,3.56735464,-0
1.62438145,3.56028859,-0
1.625,3.55755567,-0
1.62525186,3.55641987,-0
1.62550372,3.55527108,-0
1.62676304,3.54933879,-0
1.62815774,3.54241611,-0
1.62955244,3.5351341,-0
1.63,3.53272229,-0
1.63042377,3.53040538,-0
1.63084753,3.52805616,-0
1.63257191,3.51816212,-0
1.63473979,3.50494494,-0
1.635,3.50329915,-0
1.63522331,3.50187653,-0
1.63544663,3.50044449,-0
1.6365632,3.49314291,-0
1.63794369,3.48378917,-0
1.63932419,3.47407655,-0
1.64,3.46919353,-0
1.64020922,3.46766511,-0
1.64041844,3.46612888,-0
1.64146456,3.45833164,-0
1.64283394,3.44782784,-0
1.64420331,3.43696546,-0
1.645,3.4304674,-0
1.64532769,3.4277543,-0
1.64565538,3.42501692,-0
1.64729382,3.41094967,-0
1.64881958,3.39725301,-0
1.65,3.38625343,-0
1.65006422,3.38564509,-0
1.65012843,3.38503573,-0
1.65044951,3.38197379,-0
1.65205489,3.36628694,-0
1.65353206,3.35127976,-0
1.655,3.33577144,-0
1.65509524,3.3347433,-0
1.65519047,3.33371238,-0
1.65566665,3.3285153,-0
1.65744478,3.30845279,-0
1.65987516,3.2792461,-0
1.66,3.27768874,-0
1.66006942,3.27682029,-0
1.66013885,3.27595013,-0
1.66048596,3.27157365,-0
1.66222155,3.24905023,-0
1.66391003,3.22608735,-0
1.665,3.21068435,-0
1.66507231,3.20964575,-0
1.66514462,3.20860505,-0
1.66550619,3.20337102,-0
1.66682706,3.1840059,-0
1.66842446,3.16151327,-0
1.66885728,3.15596927,-0
1.66937727,3.14980383,-0
1.6695857,3.14751051,-0
1.66969014,3.14640362,-0
1.66973122,3.14597625,-0
1.669739,3.14589593,-0
1.66974677,3.14581561,-0
1.66978562,3.14541273,-0
1.66997991,3.14336959,-0
1.67,3.14315584,-0
1.67010058,3.14208001,-0.0297435140627883
1.67020116,3.14099451,-0.0594876630408548
1.67070405,3.13543376,-0.208217929654104
1.67245321,3.11463281,-0.725660225557991
1.67472463,3.08367405,-1.39788165078519
1.675,3.07946518,-1.47939896782859
1.67509238,3.07802434,-1.48600666188778
1.67518475,3.07656898,-1.49261448356198
1.67564663,3.06908609,-1.5256555345483
1.6773599,3.03883468,-1.64824340871069
1.67907316,3.00557393,-1.77087572033386
1.68,2.9865106,-1.83724268056313
1.68010713,2.98425788,-1.83571234207029
1.68021426,2.98199502,-1.83418194386378
1.68074992,2.97053951,-1.82652904523501
1.68243064,2.93335623,-1.80250673416752
1.68491192,2.87579628,-1.76701503971214
1.685,2.87369428,-1.76575454818751
1.68506903,2.87204373,-1.76097048051611
1.68513806,2.8703904,-1.75618629309084
1.68548321,2.86208331,-1.73226355965626
1.68716481,2.82073648,-1.61566747962274
1.68858231,2.78482917,-1.5173281808759
1.69,2.74787689,-1.41892534390754
1.69004714,2.7466282,-1.41443643878871
1.69009428,2.74537815,-1.40994745715124
1.69032999,2.73910756,-1.38750140368606
1.69150852,2.70725506,-1.275242435159
1.69286015,2.66972,-1.14644996381543
1.69421178,2.63112445,-1.01764451081338
1.695,2.60812832,-0.942493651463812
1.69503853,2.60699507,-0.939382318993639
1.69507705,2.60586096,-0.936270928689934
1.69526969,2.60017733,-0.920713168214483
1.69623287,2.57141891,-0.842903809224031
1.69767434,2.527235,-0.726392625030715
1.69911581,2.48155374,-0.609804730523687
1.7,2.45275263,-0.538251928458498
1.70015511,2.44763817,-0.521572884284954
1.70031022,2.44250557,-0.504892659695648
1.70108576,2.4165861,-0.42147384659872
1.70261073,2.36455632,-0.257358265540481
1.70413571,2.3115084,-0.0931286716651613
1.705,2.28116745,-0
1.70525088,2.27233719,-0
1.70550175,2.26349334,-0
1.70675614,2.21893176,-0
1.70819994,2.16667689,-0
1.70964374,2.113353,-0
1.71,2.10005838,-0
1.71022934,2.09147713,-0
1.71045868,2.08287996,-0
1.71160538,2.03970558,-0
1.71304519,1.98518479,-0
1.714485,1.93037699,-0
1.715,1.91068446,-0
1.71515231,1.90484908,-0
1.71530462,1.89900794,-0
1.71606616,1.86970757,-0
1.71762552,1.80916399,-0
1.71918487,1.74786636,-0
1.72,1.71554907,-0
1.72008336,1.71223447,-0
1.72016673,1.70891821,-0
1.72058355,1.69231297,-0
1.72219189,1.62792014,-0
1.72360995,1.57082225,-0
1.725,1.51462548,-0
1.72510384,1.51041924,-0
1.72520769,1.50621188,-0
1.7257269,1.4851588,-0
1.72723577,1.42384034,-0
1.72874464,1.36236205,-0
1.73,1.31111999,-0
1.73011873,1.30627011,-0
1.73023746,1.30141971,-0
1.73083111,1.27716068,-0
1.73238446,1.2136499,-0
1.73400738,1.14731104,-0
1.735,1.10679945,-0
1.73526641,1.09594052,-0
1.73553283,1.08508911,-0
1.7368649,1.03097264,-0
1.73819207,0.9773517,-0
1.73951924,0.92409298,-0
1.74,0.90489942,-0
1.74015161,0.89885787,-0
1.74030323,0.89282187,-0
1.74106129,0.86272756,-0
1.74254712,0.80418557,-0
1.74403296,0.74629137,-0
1.745,0.70898921,-0
1.74523814,0.69985137,-0
1.74547627,0.69073289,-0
1.74666695,0.64544138,-0
1.74800214,0.59528894,-0
1.74933732,0.54586293,-0
1.75,0.52161629,-0
1.75013725,0.51661857,-0
1.75027451,0.51162925,-0
1.75096077,0.48681066,-0
1.75263936,0.42704772,-0
1.75431795,0.36871464,-0
1.755,0.3454415,-0
1.75511497,0.34154344,-0
1.75522994,0.33765266,-0
1.7558048,0.31830887,-0
1.75748262,0.26291293,-0
