Time,AnkleAngle(deg),ActuatorMoment
1.7596541,0.19355769,-0
1.76,0.18275003,-0
1.7601014,0.17959428,-0
1.76020279,0.17644414,-0
1.76070977,0.16077777,-0
1.76244406,0.10825947,-0
1.76465983,0.04367384,-0
1.765,0.03402217,-0
1.76511421,0.03079802,-0
1.76522842,0.02758218,-0
1.76579948,0.01162941,-0
1.76748339,-0.03414671,-0
1.76972215,-0.09196679,-0
1.77,-0.09889424,-0
1.77017191,-0.10315235,-0
1.77034381,-0.10738905,-0
1.77120335,-0.12824783,-0
1.77266894,-0.1625249,-0
1.77413454,-0.19507586,-0
1.775,-0.21343268,-0
1.77514023,-0.21634398,-0
1.77528046,-0.21923738,-0
1.77598161,-0.23343429,-0
1.77747058,-0.26211146,-0
1.77935801,-0.29584763,-0
1.78,-0.30675119,-0
1.78017377,-0.30965875,-0
1.78034754,-0.31254862,-0
1.78121638,-0.32674615,-0
1.7827894,-0.35144441,-0
1.78436242,-0.37481849,-0
1.785,-0.38387128,-0
1.78508741,-0.38509165,-0
1.78517483,-0.38630682,-0
1.7856119,-0.39230303,-0
1.78725345,-0.41356689,-0
1.7885752,-0.42917918,-0
1.78989694,-0.44344193,-0
1.79,-0.44449843,-0
1.79006363,-0.4451468,-0
1.79012726,-0.44579216,-0
1.7904454,-0.44897427,-0
1.79203613,-0.46379903,-0
1.79333264,-0.47460632,-0
1.79462916,-0.48433334,-0
1.795,-0.48692341,-0
1.79505322,-0.48728825,-0
1.79510645,-0.48765136,-0
1.79537257,-0.48944109,-0
1.79670319,-0.49775079,-0
1.79798917,-0.50477888,-0
1.79927515,-0.51082033,-0
1.8,-0.51378572,-0
1.80008885,-0.51412713,-0
1.80017769,-0.5144637,-0
1.80062193,-0.51607385,-0
1.8022937,-0.5210605,-0
1.80371033,-0.52402947,-0
1.805,-0.52584117,-0
1.80512312,-0.52597409,-0
1.80524625,-0.52610048,-0
1.80586187,-0.52663823,-0
1.80744106,-0.5273662,-0
1.80941521,-0.52712309,-0
1.81,-0.52682242,-0
1.81005749,-0.52678726,-0
1.81011497,-0.52675111,-0
1.81040241,-0.52655524,-0
1.81183957,-0.5251985,-0
1.81313608,-0.52344053,-0
1.8144326,-0.52119055,-0
1.815,-0.52005446,-0
1.81505863,-0.51993187,-0
1.81511725,-0.51980831,-0
1.81541039,-0.51917596,-0
1.81687605,-0.51566264,-0
1.81816647,-0.51213242,-0
1.81945689,-0.50827708,-0
1.82,-0.50657857,-0
1.82006187,-0.50638269,-0
1.82012374,-0.50618636,-0
1.82043309,-0.50519818,-0
1.82197985,-0.50012774,-0
1.82326619,-0.49581001,-0
1.82455254,-0.49145943,-0
1.825,-0.48994441,-0
1.8251203,-0.48953723,-0
1.82524059,-0.48913018,-0
1.82584208,-0.4870975,-0
1.82733332,-0.48206102,-0
1.82867097,-0.47742121,-0
1.83,-0.47273724,-0
1.83007198,-0.47248836,-0
1.83014397,-0.4722404,-0
1.83050389,-0.47101591,-0
1.83187969,-0.46661247,-0
1.83325549,-0.4627055,-0
1.83463128,-0.45933968,-0
1.835,-0.45852591,-0
1.83505525,-0.45840693,-0
1.8351105,-0.4582887,-0
1.83538675,-0.45770852,-0
1.83676801,-0.45506141,-0
1.83799384,-0.45305661,-0
1.83921967,-0.45141922,-0
1.84,-0.4505994,-0
1.84006476,-0.45053989,-0
1.84012951,-0.45048174,-0
1.84045329,-0.45021168,-0
1.84190656,-0.44945139,-0
1.84311631,-0.44943571,-0
1.84432606,-0.45003685,-0
1.845,-0.45064808,-0
1.84504839,-0.45069959,-0
1.84509679,-0.4507521,-0
1.84533875,-0.45102987,-0
1.84654859,-0.45279306,-0
1.84775842,-0.45517781,-0
1.84896825,-0.45820875,-0
1.85,-0.46133376,-0
1.85006872,-0.46156027,-0
1.85013745,-0.46178912,-0
1.85048107,-0.46296859,-0
1.85189572,-0.46845143,-0
1.85307097,-0.47379503,-0
1.85424622,-0.47988605,-0
1.855,-0.48419508,-0
1.8550329,-0.48439038,-0
1.8550658,-0.48458628,-0
1.85523031,-0.48557487,-0
1.85605286,-0.49074167,-0
1.85742953,-0.50019528,-0
1.85869467,-0.50975459,-0
1.85995981,-0.52015109,-0
1.86,-0.52049502,-0
1.86004378,-0.52087069,-0
1.86008757,-0.52124736,-0
1.86030649,-0.52314566,-0
1.86140109,-0.53300712,-0
1.86210929,-0.53971175,-0
1.86242234,-0.54275933,-0
1.86273539,-0.54586471,-0
1.86389626,-0.55789725,-0
1.865,-0.57009301,-0
1.86504322,-0.57058527,-0
1.86508645,-0.57107861,-0
1.86530257,-0.5735615,-0
1.86638319,-0.58637064,-0
1.8675744,-0.60123612,-0
1.8687656,-0.61692844,-0
1.86995681,-0.63351244,-0
1.87,-0.63413081,-0
1.87006294,-0.63503423,-0
1.87012589,-0.63594021,-0
1.8704406,-0.64050861,-0
1.87181509,-0.66119755,-0
1.87297684,-0.67959415,-0
1.8741386,-0.69881677,-0
1.875,-0.71356018,-0
1.87507882,-0.7149277,-0
1.87515763,-0.71629812,-0
1.87555172,-0.72319225,-0
1.87689651,-0.74719549,-0
1.87805149,-0.76838764,-0
1.87920648,-0.79019654,-0
1.88,-0.80555322,-0
1.88020482,-0.80956435,-0
1.88040965,-0.81359429,-0
1.88143376,-0.83401726,-0
1.88259596,-0.85774611,-0
1.88375817,-0.88213479,-0
1.88492037,-0.90719068,-0
1.885,-0.90892832,-0
1.88515922,-0.91240967,-0
1.88531844,-0.91589974,-0
1.88611454,-0.93346568,-0
1.887405,-0.96229729,-0
1.88857094,-0.98878507,-0
1.88973689,-1.01576052,-0
1.89,-1.02190789,-0
1.89029203,-1.02875211,-0
1.89058406,-1.03561615,-0
1.89187263,-1.06609703,-0
1.89297433,-1.09241191,-0
1.89407603,-1.1190342,-0
1.895,-1.14157642,-0
